id,abstract,apc_list.value,apc_paid.value,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,citation_normalized_percentile.value,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.host_organization,primary_location.source.host_organization_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W2133990480,,,,Mark Hall|Eibe Frank|Geoffrey Holmes|Bernhard Pfahringer|Peter Reutemann|Ian H. Witten,https://openalex.org/A5056507889|https://openalex.org/A5059992863|https://openalex.org/A5063502807|https://openalex.org/A5087785022|https://openalex.org/A5065535374|https://openalex.org/A5045934263,https://orcid.org/0000-0003-0081-4277|https://orcid.org/0000-0001-6152-7111|https://orcid.org/0000-0003-0433-8925|https://orcid.org/0000-0002-3732-5787|https://orcid.org/0000-0002-1226-0948|https://orcid.org/0000-0001-6428-8988,|NZ|NZ|NZ|NZ|NZ,|University of Waikato|University of Waikato|University of Waikato|University of Waikato|University of Waikato,|https://openalex.org/I52179390|https://openalex.org/I52179390|https://openalex.org/I52179390|https://openalex.org/I52179390|https://openalex.org/I52179390,True|False|False|False|False|False,,1.0,17828,,The WEKA data mining software,https://doi.org/10.1145/1656274.1656278,,2153.9506,False,en,False,closed,ACM SIGKDD Explorations Newsletter,https://openalex.org/P4310319798,Association for Computing Machinery,https://openalex.org/S4210176598,1931-0145,journal,Data Mining Algorithms and Applications,2009-11-16,2009,article
https://openalex.org/W2106956101,,3350,,Barbara Kitchenham|O. Pearl Brereton|David Budgen|Mark Turner|John Bailey|Stephen Linkman,https://openalex.org/A5012102325|https://openalex.org/A5012868299|https://openalex.org/A5061755008|https://openalex.org/A5108508886|https://openalex.org/A5103340789|https://openalex.org/A5111517058,https://orcid.org/0000-0002-6134-8460||https://orcid.org/0000-0001-7143-0241|||,GB|GB|GB|GB|GB|GB,Keele University|Keele University|Durham University|Keele University|Durham University|Keele University,https://openalex.org/I56007636|https://openalex.org/I56007636|https://openalex.org/I190082696|https://openalex.org/I56007636|https://openalex.org/I190082696|https://openalex.org/I56007636,True|False|False|False|False|False,cc-by,0.99931334,4336,https://openalex.org/I56007636,Systematic literature reviews in software engineering – A systematic literature review,https://doi.org/10.1016/j.infsof.2008.09.009,Engineering and Physical Sciences Research Council,85.7737,False,en,True,green,Information and Software Technology,https://openalex.org/P4310320990,Elsevier BV,https://openalex.org/S205010575,0950-5849,journal,Software Engineering Research,2008-11-13,2008,article
https://openalex.org/W1975675278,,,,Claes Wohlin,https://openalex.org/A5037810527,https://orcid.org/0000-0003-0460-5253,SE,Blekinge Institute of Technology,https://openalex.org/I52719799,True,,0.99983628,3735,https://openalex.org/I52719799,Guidelines for snowballing in systematic literature studies and a replication in software engineering,https://doi.org/10.1145/2601248.2601268,Lunds Universitet,147.607,False,en,False,closed,,,,,,,Software Engineering Techniques and Practices,2014-05-13,2014,article
https://openalex.org/W60686164,,5000,,Frank Hutter|Holger H. Hoos|Kevin Leyton‐Brown,https://openalex.org/A5031002895|https://openalex.org/A5025342513|https://openalex.org/A5089807699,https://orcid.org/0000-0002-2037-3694|https://orcid.org/0000-0003-0629-0099|https://orcid.org/0000-0002-7644-5327,CA|CA|CA,University of British Columbia|University of British Columbia|University of British Columbia,https://openalex.org/I141945490|https://openalex.org/I141945490|https://openalex.org/I141945490,True|False|False,,0.99901961,2365,https://openalex.org/I141945490,Sequential Model-Based Optimization for General Algorithm Configuration,https://doi.org/10.1007/978-3-642-25566-3_40,,42.1315,False,en,False,closed,Lecture notes in computer science,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S106296714,0302-9743,book series,Advanced Multi-Objective Optimization Algorithms,2011-01-01,2011,book-chapter
https://openalex.org/W1992602600,,,,Claes Wohlin|Per Runeson|Martin Höst|Magnus C. Ohlsson|Bjöorn Regnell|Anders Wesslén,https://openalex.org/A5037810527|https://openalex.org/A5087032437|https://openalex.org/A5045592913|https://openalex.org/A5023636611|https://openalex.org/A5111595721|https://openalex.org/A5000942850,https://orcid.org/0000-0003-0460-5253|https://orcid.org/0000-0003-2795-4851|https://orcid.org/0000-0002-9360-8693|https://orcid.org/0009-0007-5548-4486||,SE|SE|SE|SE|SE|SE,Lund University|Lund University|Lund University|Lund University|Lund University|Lund University,https://openalex.org/I187531555|https://openalex.org/I187531555|https://openalex.org/I187531555|https://openalex.org/I187531555|https://openalex.org/I187531555|https://openalex.org/I187531555,True|False|False|False|False|False,,0.99946467,2228,https://openalex.org/I187531555,Experimentation in Software Engineering: An Introduction,https://doi.org/10.1007/978-1-4615-4625-2,,90.604,False,en,False,closed,,,,,,,Software Engineering Research,2011-09-27,2011,book
https://openalex.org/W1494019345,,,,"Klaus Pohl|Böckle, Günter|F. J. van der Linden",https://openalex.org/A5074036780||https://openalex.org/A5050942241,https://orcid.org/0000-0003-2199-5257||,||,,,True|False|False,,0.9997876,2161,,"Software Product Line Engineering : Foundations, Principles, and Techniques",https://doi.org/10.1007/3-540-28901-1,,99.1975,False,en,False,closed,,,,,,,Advanced Software Engineering Methodologies,2005-01-01,2005,book
https://openalex.org/W1994143452,,,,Akers,https://openalex.org/A5027295013,,US,General Electric (United States),https://openalex.org/I1332737386,True,,0.94892748,1828,https://openalex.org/I1332737386,Binary Decision Diagrams,https://doi.org/10.1109/tc.1978.1675141,,4.537,False,en,False,closed,IEEE Transactions on Computers,https://openalex.org/P4310319808,Institute of Electrical and Electronics Engineers,https://openalex.org/S157670870,0018-9340,journal,VLSI and Analog Circuit Testing,1978-06-01,1978,article
https://openalex.org/W2102539288,,,,Chris Thornton|Frank Hutter|Holger H. Hoos|Kevin Leyton‐Brown,https://openalex.org/A5081431984|https://openalex.org/A5031002895|https://openalex.org/A5025342513|https://openalex.org/A5089807699,|https://orcid.org/0000-0002-2037-3694|https://orcid.org/0000-0003-0629-0099|https://orcid.org/0000-0002-7644-5327,CA|CA|CA|CA,University of British Columbia|University of British Columbia|University of British Columbia|University of British Columbia,https://openalex.org/I141945490|https://openalex.org/I141945490|https://openalex.org/I141945490|https://openalex.org/I141945490,True|False|False|False,,0.99920922,1314,https://openalex.org/I141945490,Auto-WEKA,https://doi.org/10.1145/2487575.2487629,,65.7182,False,en,False,closed,,,,,,,Machine Learning and Data Classification,2013-08-11,2013,article
https://openalex.org/W2128967738,,2970,,David Benavides|Sergio Segura|Antonio Ruiz–Cortés,https://openalex.org/A5058851094|https://openalex.org/A5057070358|https://openalex.org/A5072611940,|https://orcid.org/0000-0001-8816-6213|https://orcid.org/0000-0001-9827-1834,ES|ES|ES,Universidad de Sevilla|Universidad de Sevilla|Universidad de Sevilla,https://openalex.org/I79238269|https://openalex.org/I79238269|https://openalex.org/I79238269,True|False|False,cc-by-nc-nd,0.99982467,1168,https://openalex.org/I79238269,Automated analysis of feature models 20 years later: A literature review,https://doi.org/10.1016/j.is.2010.01.001,,138.0582,False,en,True,green,Information Systems,https://openalex.org/P4310320990,Elsevier BV,https://openalex.org/S193006928,0306-4379,journal,Advanced Software Engineering Methodologies,2010-03-08,2010,review
https://openalex.org/W2912296587,,,,David Notkin|Betty H. C. Cheng|Klaus Pohl,https://openalex.org/A5011262764|https://openalex.org/A5047852703|https://openalex.org/A5074036780,|https://orcid.org/0000-0001-9825-5359|https://orcid.org/0000-0003-2199-5257,US|US|DE,University of Washington|Seattle University|Michigan State University|University of Duisburg-Essen,https://openalex.org/I201448701|https://openalex.org/I58610484|https://openalex.org/I87216513|https://openalex.org/I62318514,True|False|False,,1.0,876,https://openalex.org/I201448701|https://openalex.org/I58610484,Proceedings of the 2013 International Conference on Software Engineering,,,86.2102,False,en,False,closed,International Conference on Software Engineering,,,https://openalex.org/S4306419842,,conference,Software Engineering Techniques and Practices,2013-05-18,2013,article
