title,abstract,authors,year,venue,journal,url,isOpenAccess,openAccessPdf,citationCount,referenceCount,isInfluential,publicationTypes,fieldsOfStudy,externalIds,influentialCitationCount,authors_names,publicationTypes_str,externalIds_str
A Comprehensive Study on Knowledge Management Applied to Embedded System Testing Processes,"Numerous commercial electronic devices such as computers and mobile phones are composed of embedded systems. In general, these systems present complex functionalities, making the process of developing and testing a challenging task for engineers and designers. Testing is essential for validating any embedded device in order to guarantee that their features are operational and reliable. Improved testing methods could increase the reliability and quality of the devices. In this paper, a test methodology for evaluating commercial embedded devices is proposed. The proposed approach is based on the use of historical knowledge acquired by analyzing and modeling a growing test database composed by information on prior regular test routines. This approach aims to track the similarities among test cases applied in past products in order to optimize the analysis of test cases necessary for the evaluation of recent products that will be submitted to testing processes. A comparative case study was conducted involving the proposed test methodology and a standard test methodology based on test cases in a test routine involving embedded devices produced by a company in the energy solutions business. The empirical results showed a significant improvement in the efficiency of failure and defect detection in the embedded devices, allowing improved management of the processes of development, test, and production.","[{'authorId': '2324503771', 'name': 'Gabriel Habib Medeiros Oliveira'}, {'authorId': '2324570931', 'name': 'Renan Fonteles Albuquerque'}, {'authorId': '2324574119', 'name': 'Adriano Bessa Albuquerque'}]",2019,2019 IEEE International Conference on Computational Science and Engineering (CSE) and IEEE International Conference on Embedded and Ubiquitous Computing (EUC),"{'pages': '410-418', 'name': '2019 IEEE International Conference on Computational Science and Engineering (CSE) and IEEE International Conference on Embedded and Ubiquitous Computing (EUC)'}",https://www.semanticscholar.org/paper/23d6d769c9a01690bd19b5516cdba5751d8797d6,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1109/CSE/EUC.2019.00083?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/CSE/EUC.2019.00083, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",0,20,,"['JournalArticle', 'Conference']",['Computer Science'],"{'DBLP': 'conf/cse/OliveiraAA19', 'MAG': '2993337733', 'DOI': '10.1109/CSE/EUC.2019.00083', 'CorpusId': 208880546}",0,"Gabriel Habib Medeiros Oliveira, Renan Fonteles Albuquerque, Adriano Bessa Albuquerque","JournalArticle, Conference","DBLP:conf/cse/OliveiraAA19, MAG:2993337733, DOI:10.1109/CSE/EUC.2019.00083, CorpusId:208880546"
An Ontology for Guiding Performance Testing,,"[{'authorId': '144097288', 'name': 'Artur Freitas'}, {'authorId': '144845513', 'name': 'R. Vieira'}]",2014,2014 IEEE/WIC/ACM International Joint Conferences on Web Intelligence (WI) and Intelligent Agent Technologies (IAT),"{'volume': '1', 'pages': '400-407', 'name': '2014 IEEE/WIC/ACM International Joint Conferences on Web Intelligence (WI) and Intelligent Agent Technologies (IAT)'}",https://www.semanticscholar.org/paper/166c952a4a4f8d0ae20b53525e632253c3062a20,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/WI-IAT.2014.62?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/WI-IAT.2014.62, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",19,32,,"['JournalArticle', 'Conference', 'Review']",['Computer Science'],"{'MAG': '1974821993', 'DBLP': 'conf/webi/FreitasV14', 'DOI': '10.1109/WI-IAT.2014.62', 'CorpusId': 7665189}",3,"Artur Freitas, R. Vieira","JournalArticle, Conference, Review","MAG:1974821993, DBLP:conf/webi/FreitasV14, DOI:10.1109/WI-IAT.2014.62, CorpusId:7665189"
Simulation-Based Optimization for Software Dynamic Testing Processes,,"[{'authorId': '144513463', 'name': 'M. Ruiz'}, {'authorId': '1713716', 'name': 'J. Tuya'}, {'authorId': '144293735', 'name': 'D. Crespo'}]",2014,,"{'volume': '7', 'pages': '381-390', 'name': ''}",https://www.semanticscholar.org/paper/3a43f0ab441541611844135b24a4fb0fbfa22eff,False,"{'url': '', 'status': None, 'license': None}",4,35,,,['Computer Science'],"{'MAG': '2884161964', 'CorpusId': 70046124}",1,"M. Ruiz, J. Tuya, D. Crespo",,"MAG:2884161964, CorpusId:70046124"
Gestión de conocimiento: la solución para disminuir el reproceso en las pruebas de software,"La gestion de conocimiento se ha convertido en una clave fundamental en los procesos de la ingenieria de software, permitiendo mejorar y optimizar cada una de las actividades que se ejecutan durante todo el ciclo de desarrollo de software. Cada una de las etapas de la ingenieria de software ha adoptado de la gestion de conocimiento algunas caracteristicas, de acuerdo con las necesidades que se presentan, adecuandolos y fortaleciendolos para reducir los tiempos y disminuir la fuga de informacion dentro de las organizaciones. Es por esto que las pruebas de software han adoptado la gestion de conocimiento como la alternativa para disminuir el reproceso en las pruebas de software.","[{'authorId': '97683086', 'name': 'Luz Ángela Perona Ossaba'}, {'authorId': '2042469978', 'name': 'Juan Manuel Velásquez Isaza'}]",2012,,"{'volume': '3', 'pages': '48-53', 'name': 'Ingenierías USBMed'}",https://www.semanticscholar.org/paper/f04066e4e9ce4e0474ce5de07bf3cf6a0e1c9af9,True,"{'url': 'http://revistas.usbbog.edu.co/index.php/IngUSBmed/article/download/274/188', 'status': 'GOLD', 'license': 'CCBYNCSA', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.21500/20275846.274?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.21500/20275846.274, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",2,8,,,['Engineering'],"{'MAG': '1517111131', 'DOI': '10.21500/20275846.274', 'CorpusId': 108598281}",0,"Luz Ángela Perona Ossaba, Juan Manuel Velásquez Isaza",,"MAG:1517111131, DOI:10.21500/20275846.274, CorpusId:108598281"
SRAD: a semantic rapid method for software development,,"[{'authorId': '31417801', 'name': 'M. Noroozi'}, {'authorId': '75171211', 'name': 'Shima Saedi'}, {'authorId': '92376073', 'name': 'M. Taherian'}, {'authorId': '2786707', 'name': 'Khosro Ghadipasha'}]",2012,Canadian Conference on Computer Science & Software Engineering,{'pages': '104-108'},https://www.semanticscholar.org/paper/d7ff0419f096a2b846399d2486cfe486fbaf6d60,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2347583.2347597?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2347583.2347597, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",0,58,,['JournalArticle'],['Computer Science'],"{'MAG': '1981167320', 'DBLP': 'conf/c3s2e/NorooziSTG12', 'DOI': '10.1145/2347583.2347597', 'CorpusId': 16657967}",0,"M. Noroozi, Shima Saedi, M. Taherian, Khosro Ghadipasha",JournalArticle,"MAG:1981167320, DBLP:conf/c3s2e/NorooziSTG12, DOI:10.1145/2347583.2347597, CorpusId:16657967"
Method for Determining the Level of Criticality Elements when Ensuring the Functional Stability of the System based on Role Analysis of Elements,,"[{'authorId': '2082346922', 'name': 'Hryhorii Hnatiienko'}, {'authorId': '2275254298', 'name': 'V. Hnatiienko'}, {'authorId': '2295993466', 'name': 'Ravshanbek Zulunov'}, {'authorId': '35239226', 'name': 'T. Babenko'}, {'authorId': '68973106', 'name': 'Larysa Myrutenko'}]",2024,Cybersecurity Providing in Information and Telecommunication Systems,{'pages': '301-311'},https://www.semanticscholar.org/paper/31207b17aaa575dd1380c6d0a9d7ae34ca279995,False,"{'url': '', 'status': None, 'license': None}",1,38,,['JournalArticle'],['Computer Science'],"{'DBLP': 'conf/cpits/HnatiienkoHZBM24', 'CorpusId': 269043715}",0,"Hryhorii Hnatiienko, V. Hnatiienko, Ravshanbek Zulunov, T. Babenko, Larysa Myrutenko",JournalArticle,"DBLP:conf/cpits/HnatiienkoHZBM24, CorpusId:269043715"
Domain Ontology Construction and Evaluation for the Entire Process of Software Testing,"As an important part of software engineering, software testing is a knowledge-intensive work. In the process of software testing, inconsistent knowledge expression, diverse knowledge carriers, and a few experienced people have mastered most of the knowledge, which hinders the transfer and sharing of domain knowledge. Ontology is widely used in various stages of software engineering to define the semantic relationship between relevant information and knowledge. To solve the problem of knowledge silo in the process of software testing, this article forms an Entire Process Ontology on Software Testing (EPOST). EPOST covers the concepts and relationships of software testing process information, software test object information, and software defect information. The concepts and terms in the ontology are extracted from ISTQB, SWEBOK, IEEE std.829-2008 standard, and IEEE std.610.12-1990 standard. We adopt a comprehensive ontology construction method based on Dev. 101 method and Methontology method. The developed ontology is successfully evaluated by using validation and verification tests. Ontology verification uses an improved FOCA evaluation method by adding a cohesion metric. The evaluation result infers that EPOST has a high quality of ontology and good domain coverage, and achieves the purpose of ontology construction. Finally, we make a case study on the role of EPOST in software testing process. The results show that ontology-based application in the software testing process can promote the sharing and transmission of domain knowledge, and improve the testing process and testing quality.","[{'authorId': '1500391821', 'name': 'Zhe Sun'}, {'authorId': '145764311', 'name': 'Chi Hu'}, {'authorId': '2109499503', 'name': 'Chunlei Li'}, {'authorId': '1390519702', 'name': 'Linbo Wu'}]",2020,IEEE Access,"{'volume': '8', 'pages': '205374-205385', 'name': 'IEEE Access'}",https://www.semanticscholar.org/paper/8cd3b8d234eec3ff06302c737b97ad98fd4702f5,True,"{'url': 'https://ieeexplore.ieee.org/ielx7/6287639/8948470/09253652.pdf', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1109/ACCESS.2020.3037188?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ACCESS.2020.3037188, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",11,38,,['JournalArticle'],['Computer Science'],"{'MAG': '3099017293', 'DBLP': 'journals/access/SunHLW20', 'DOI': '10.1109/ACCESS.2020.3037188', 'CorpusId': 227063882}",3,"Zhe Sun, Chi Hu, Chunlei Li, Linbo Wu",JournalArticle,"MAG:3099017293, DBLP:journals/access/SunHLW20, DOI:10.1109/ACCESS.2020.3037188, CorpusId:227063882"
Knowledge Management in Software Testing: A Systematic Snowball Literature Review,,"[{'authorId': '1776164', 'name': 'K. Wnuk'}, {'authorId': '51304769', 'name': 'Thrinay Garrepalli'}]",2018,e-Informatica Software Engineering Journal,"{'volume': '12', 'pages': '51-78', 'name': 'e Informatica Softw. Eng. J.'}",https://www.semanticscholar.org/paper/777302047fa20df288aec1d2a72fef296deae4f2,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.5277/e-Inf180103?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.5277/e-Inf180103, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",31,71,,"['JournalArticle', 'Review']",['Computer Science'],"{'MAG': '2767729049', 'DBLP': 'journals/eInformatica/WnukG18', 'DOI': '10.5277/e-Inf180103', 'CorpusId': 52275199}",0,"K. Wnuk, Thrinay Garrepalli","JournalArticle, Review","MAG:2767729049, DBLP:journals/eInformatica/WnukG18, DOI:10.5277/e-Inf180103, CorpusId:52275199"
Modelo de gestión de conocimiento aplicado a las pruebas de software,,"[{'authorId': '50974829', 'name': 'D. Duran'}]",2018,,,https://www.semanticscholar.org/paper/e137b4f2adf3bfc22fd62d33e324179cdb197951,False,"{'url': '', 'status': None, 'license': None}",1,114,,,['Computer Science'],"{'DBLP': 'phd/lareferencia/Duran18', 'CorpusId': 276840825}",0,D. Duran,,"DBLP:phd/lareferencia/Duran18, CorpusId:276840825"
Aplicación de la Gestión de Conocimiento al proceso de pruebas de software Applying Knowledge Management to the software testing process,,"[{'authorId': '50974829', 'name': 'D. Duran'}, {'authorId': '49386468', 'name': 'Adriana Xiomara Reyes Gamboa'}, {'authorId': '8738197', 'name': 'J. Builes'}]",2017,,,https://www.semanticscholar.org/paper/505303146e6e27fa88ab3a486a2bf5f0e8478cfd,False,"{'url': '', 'status': None, 'license': None}",0,14,,,,{'CorpusId': 54770799},0,"D. Duran, Adriana Xiomara Reyes Gamboa, J. Builes",,CorpusId:54770799
