id,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W3091727971,Cristina Rovira|Jesús Álvarez Valdés|Gemma Molleví|Rubén Nicolás-Sans,https://openalex.org/A5103074994|https://openalex.org/A5075301811|https://openalex.org/A5076610841|https://openalex.org/A5024859048,https://orcid.org/0000-0003-0643-7329|https://orcid.org/0000-0001-7914-7715||https://orcid.org/0000-0002-9234-5764,|||,ESIC Business & Marketing School|ESIC Business & Marketing School|ESIC Business & Marketing School|ESIC Business & Marketing School,https://openalex.org/I4401200333|https://openalex.org/I4401200333|https://openalex.org/I4401200333|https://openalex.org/I4401200333,True|False|False|False,,167,https://openalex.org/I4401200333,The digital transformation of business. Towards the datafication of the relationship with customers,https://doi.org/10.1016/j.techfore.2020.120339,,27.28883142,False,en,False,closed,Technological Forecasting and Social Change,https://openalex.org/S39307421,0040-1625,journal,Big Data and Business Intelligence,2020-10-05,2020,article
https://openalex.org/W4306726700,Lauren McMillan|Liz Varga,https://openalex.org/A5052274658|https://openalex.org/A5023354852,https://orcid.org/0000-0003-3851-8019|https://orcid.org/0000-0001-6955-478X,GB|GB,University College London|University College London,https://openalex.org/I45129253|https://openalex.org/I45129253,True|False,cc-by,98,https://openalex.org/I45129253,A review of the use of artificial intelligence methods in infrastructure systems,https://doi.org/10.1016/j.engappai.2022.105472,Engineering and Physical Sciences Research Council,14.15720451,False,en,True,hybrid,Engineering Applications of Artificial Intelligence,https://openalex.org/S900972176,0952-1976,journal,Infrastructure Maintenance and Monitoring,2022-10-18,2022,review
https://openalex.org/W4283369044,Fangziyun Tong|Reeva Lederman|Simon D’Alfonso|Katherine Berry|Sandra Bucci,https://openalex.org/A5074817587|https://openalex.org/A5084088772|https://openalex.org/A5009973520|https://openalex.org/A5038785463|https://openalex.org/A5064789798,|https://orcid.org/0000-0003-4005-329X|https://orcid.org/0000-0001-7407-8730|https://orcid.org/0000-0002-7399-5462|https://orcid.org/0000-0002-6197-5333,AU|GB|AU|AU|GB|GB,University of Melbourne|University of Manchester|Manchester Academic Health Science Centre|University of Melbourne|University of Melbourne|University of Manchester|Manchester Academic Health Science Centre|Greater Manchester Mental Health NHS Foundation Trust|Manchester Academic Health Science Centre|University of Manchester|Greater Manchester Mental Health NHS Foundation Trust,https://openalex.org/I165779595|https://openalex.org/I28407311|https://openalex.org/I2799725268|https://openalex.org/I165779595|https://openalex.org/I165779595|https://openalex.org/I28407311|https://openalex.org/I2799725268|https://openalex.org/I15704514|https://openalex.org/I2799725268|https://openalex.org/I28407311|https://openalex.org/I15704514,True|False|False|False|False,cc-by,78,https://openalex.org/I165779595|https://openalex.org/I28407311|https://openalex.org/I2799725268,Digital Therapeutic Alliance With Fully Automated Mental Health Smartphone Apps: A Narrative Review,https://doi.org/10.3389/fpsyt.2022.819623,,15.37056083,False,en,True,gold,Frontiers in Psychiatry,https://openalex.org/S92766711,1664-0640,journal,Digital Mental Health Interventions,2022-06-22,2022,review
https://openalex.org/W4306793395,Jinpeng Wang|Shang Zhang|Peter Fenn|Xiaowei Luo|Yan Liu|Lilin Zhao,https://openalex.org/A5017196549|https://openalex.org/A5100610630|https://openalex.org/A5076570969|https://openalex.org/A5070975639|https://openalex.org/A5002092921|https://openalex.org/A5032553098,https://orcid.org/0000-0002-6930-6978|https://orcid.org/0000-0003-1596-4139|https://orcid.org/0000-0002-8090-7272|https://orcid.org/0000-0002-9360-7308|https://orcid.org/0000-0001-8706-6712|https://orcid.org/0000-0002-4251-7281,GB|CN|GB|HK|CN|NL|GB,University of Manchester|Suzhou University of Science and Technology|University of Manchester|City University of Hong Kong|Nanjing University|Delft University of Technology|Loughborough University,https://openalex.org/I28407311|https://openalex.org/I308837|https://openalex.org/I28407311|https://openalex.org/I168719708|https://openalex.org/I881766915|https://openalex.org/I98358874|https://openalex.org/I143804889,True|False|False|False|False|False,,53,https://openalex.org/I28407311,Adopting BIM to Facilitate Dispute Management in the Construction Industry: A Conceptual Framework Development,https://doi.org/10.1061/(asce)co.1943-7862.0002419,,6.93939632,False,en,True,green,Journal of Construction Engineering and Management,https://openalex.org/S2764777209,0733-9364,journal,BIM and Construction Integration,2022-10-19,2022,article
https://openalex.org/W4383369578,Emerson Ramos Cordeiro|Fernando Henrique Lermen|Cleverson Molinari Mello|Alberto Ferraris|Katarína Valášková,https://openalex.org/A5092413547|https://openalex.org/A5002293792|https://openalex.org/A5065529305|https://openalex.org/A5025632015|https://openalex.org/A5018527299,|https://orcid.org/0000-0002-4790-7676|https://orcid.org/0000-0002-9278-1785|https://orcid.org/0000-0003-3125-1710|https://orcid.org/0000-0003-4223-7519,BR|BR|PE|BR|IT|RU|SK,Universidade Estadual do Paraná|Universidade Estadual do Paraná|Universidad Tecnológica del Perú|Universidade Estadual do Paraná|University of Turin|Ural Federal University|University of Žilina,https://openalex.org/I3020652664|https://openalex.org/I3020652664|https://openalex.org/I4210148428|https://openalex.org/I3020652664|https://openalex.org/I55143463|https://openalex.org/I130823665|https://openalex.org/I3122011922,True|False|False|False|False,,47,https://openalex.org/I3020652664,"Knowledge management in small and medium enterprises: a systematic literature review, bibliometric analysis, and research agenda",https://doi.org/10.1108/jkm-10-2022-0800,,35.05730516,False,en,False,closed,Journal of Knowledge Management,https://openalex.org/S50631486,1367-3270,journal,Knowledge Management and Sharing,2023-07-06,2023,article
https://openalex.org/W4327949034,Eslam Mohammed Abdelkader|Tarek Zayed|Nour Faris,https://openalex.org/A5049257114|https://openalex.org/A5091382230|https://openalex.org/A5050232764,https://orcid.org/0000-0003-0460-7582|https://orcid.org/0000-0003-3249-7712|https://orcid.org/0000-0003-0714-1028,EG|HK|HK|HK,Hong Kong Polytechnic University|Cairo University|Hong Kong Polytechnic University|Hong Kong Polytechnic University,https://openalex.org/I14243506|https://openalex.org/I145487455|https://openalex.org/I14243506|https://openalex.org/I14243506,True|False|False,cc-by,30,https://openalex.org/I14243506|https://openalex.org/I145487455,"Synthesized Evaluation of Reinforced Concrete Bridge Defects, Their Non-Destructive Inspection and Analysis Methods: A Systematic Review and Bibliometric Analysis of the Past Three Decades",https://doi.org/10.3390/buildings13030800,,6.13520953,False,en,True,gold,Buildings,https://openalex.org/S4210191137,2075-5309,journal,Infrastructure Maintenance and Monitoring,2023-03-17,2023,review
https://openalex.org/W4403828600,Abdelazim Ibrahim|Sherif Abdelkhalek|Tarek Zayed|Abdul Hannan Qureshi|Eslam Mohammed Abdelkader,https://openalex.org/A5084366775|https://openalex.org/A5013025331|https://openalex.org/A5091382230|https://openalex.org/A5086661816|https://openalex.org/A5049257114,|https://orcid.org/0000-0002-4408-5814|https://orcid.org/0000-0003-3249-7712|https://orcid.org/0000-0001-6392-6108|https://orcid.org/0000-0003-0460-7582,EG|HK|HK|HK|HK|EG,Hong Kong Polytechnic University|Benha University|Hong Kong Polytechnic University|Hong Kong Polytechnic University|Hong Kong Polytechnic University|Cairo University,https://openalex.org/I14243506|https://openalex.org/I207547235|https://openalex.org/I14243506|https://openalex.org/I14243506|https://openalex.org/I14243506|https://openalex.org/I145487455,False|False|False|True|False,cc-by,24,https://openalex.org/I14243506,A Comprehensive Review of the Key Deterioration Factors of Concrete Bridge Decks,https://doi.org/10.3390/buildings14113425,,11.78255194,False,en,True,gold,Buildings,https://openalex.org/S4210191137,2075-5309,journal,Infrastructure Maintenance and Monitoring,2024-10-28,2024,review
https://openalex.org/W2954017545,Fernando Almeida|E. Castaneda Miranda|João Diogo Falcão,https://openalex.org/A5035361997|https://openalex.org/A5108264458|https://openalex.org/A5113159048,https://orcid.org/0000-0002-6758-4843||https://orcid.org/0009-0002-5362-7096,PT||,INESC TEC|Instituto Superior Politécnico Gaya|Universidade do Porto||,https://openalex.org/I4210166615|https://openalex.org/I4210149344|https://openalex.org/I182534213||,True|False|False,,22,https://openalex.org/I4210166615|https://openalex.org/I4210149344|https://openalex.org/I182534213,Challenges and facilitators practices for knowledge management in large-scale scrum teams,https://doi.org/10.1080/15228053.2019.1637087,,3.64010038,False,en,False,closed,Journal of Information Technology Case and Application Research,https://openalex.org/S2764688611,1522-8053,journal,Software Engineering Techniques and Practices,2019-04-03,2019,article
https://openalex.org/W4402997020,Rana Ghoneim|Wajdi Aljedaani|Renée Bryce|Yasir Javed|Zafar Iqbal Khan,https://openalex.org/A5107667500|https://openalex.org/A5057627035|https://openalex.org/A5077471766|https://openalex.org/A5019308548|https://openalex.org/A5058902321,|https://orcid.org/0000-0002-6700-719X|https://orcid.org/0000-0002-7060-8586|https://orcid.org/0000-0002-6311-027X|https://orcid.org/0000-0002-5079-2902,US|US|US|SA|SA,University of North Texas|University of North Texas|University of North Texas|Prince Sultan University|Prince Sultan University,https://openalex.org/I123534392|https://openalex.org/I123534392|https://openalex.org/I123534392|https://openalex.org/I142024983|https://openalex.org/I142024983,False|True|False|True|False,cc-by,10,https://openalex.org/I123534392|https://openalex.org/I142024983,Why Are Other Teachers More Inclusive in Online Learning Than Us? Exploring Challenges Faced by Teachers of Blind and Visually Impaired Students: A Literature Review,https://doi.org/10.3390/computers13100247,,35.59385264,False,en,True,gold,Computers,https://openalex.org/S4210228075,2073-431X,journal,Online and Blended Learning,2024-09-27,2024,review
https://openalex.org/W4411011254,Yuji Shi|Zan Zhang|Zhuofan Yan,https://openalex.org/A5060475409|https://openalex.org/A5052663274|https://openalex.org/A5102554689,https://orcid.org/0000-0003-3373-2702||,||,,,True|False|False,cc-by-nc-nd,2,,A scientometric review of research on built environment influence on public transportation demand,https://doi.org/10.1016/j.jtte.2024.01.003,"Natural Science Foundation of Jiangsu Province|Senior Talent Foundation of Jiangsu University|Natural Science Research of Jiangsu Higher Education Institutions of China|Humanities and Social Sciences Youth Foundation, Ministry of Education of the People's Republic of China",9.88758557,False,en,True,diamond,Journal of Traffic and Transportation Engineering (English Edition),https://openalex.org/S4210170470,2095-7564,journal,Urban Transport and Accessibility,2025-06-01,2025,review
