title,abstract,authors,year,venue,journal,url,isOpenAccess,openAccessPdf,citationCount,referenceCount,isInfluential,publicationTypes,fieldsOfStudy,externalIds,influentialCitationCount,authors_names,publicationTypes_str,externalIds_str
On Software Testing Reference Ontologies,,"[{'authorId': '2218657718', 'name': 'Maryam Havakeshian'}, {'authorId': '2381995455', 'name': 'Yvan Labiche'}]",2025.0,Journal of Systems and Software,{'name': 'Journal of Systems and Software'},https://www.semanticscholar.org/paper/ab090475ce6aca8d1353c134ca650ebd020b7156,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1016/j.jss.2025.112759?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/j.jss.2025.112759, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",0,78,,['JournalArticle'],,"{'DOI': '10.1016/j.jss.2025.112759', 'CorpusId': 284304537}",0,"Maryam Havakeshian, Yvan Labiche",JournalArticle,"DOI:10.1016/j.jss.2025.112759, CorpusId:284304537"
Mapeamento sistemático,"Com a implantação da componente curricular da Educação Financeira no estado do Paraná surgiu a demanda de pesquisas e materiais de apoio pedagógico aos professores. Nesse sentido, articulá-la a novas maneiras de apresentar os conteúdos se faz necessário para aprimorar o processo de aprendizagem. A partir desse contexto, o objetivo deste trabalho é realizar um Mapeamento Sistemático sobre o ensino de Educação Financeira articulado com o uso das Múltiplas Representações. A abordagem metodológica de pesquisa foi adaptada de Kitchenham, Budgen e Brereton (2011) para realização de um Mapeamento Sistemático nas bases de dados Biblioteca Digital de Teses e Dissertações (BDTD), Catálogo de Teses e Dissertações da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES), Portal de Periódicos da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES) e Google Acadêmico, utilizando descritores específicos como strings (“Educação Financeira” AND “Múltiplas Representações”) – em somente títulos. Como resultado, somente uma dissertação de mestrado foi encontrada e ainda, trata-se de uma pesquisa portuguesa que apresenta o ensino da função afim a partir de situações que envolvem a Educação Financeira com a utilização de diferentes representações. Esse resultado evidenciou a escassez de pesquisas abordando o tema Educação Financeira articulado com as Múltiplas Representações.","[{'authorId': '71994636', 'name': 'Simone Luccas'}, {'authorId': '1661069431', 'name': 'Ricardo Rocha'}, {'authorId': '2379481733', 'name': 'Daniel Trevisan Sanzovo'}]",2025.0,Gestão e Desenvolvimento,{'name': 'Ambiente: Gestão e Desenvolvimento'},https://www.semanticscholar.org/paper/f4bc5b495ed136fdbebe38696a41f849717716f6,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.24979/ambiente.vi.1685?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.24979/ambiente.vi.1685, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",0,11,,['JournalArticle'],,"{'DOI': '10.24979/ambiente.vi.1685', 'CorpusId': 281186883}",0,"Simone Luccas, Ricardo Rocha, Daniel Trevisan Sanzovo",JournalArticle,"DOI:10.24979/ambiente.vi.1685, CorpusId:281186883"
"Evolution of Data-Driven Flood Forecasting: Trends, Technologies, and Gaps—A Systematic Mapping Study","This paper presents a Systematic Mapping Study (SMS) on data-driven approaches in flood forecasting from 2019 to 2024, a period marked by transformative developments in Deep Learning (DL) technologies. Analysing 363 selected studies, this paper provides an overview of the technological evolution in this field, methodological approaches, evaluation practices and geographical distribution of studies. The study revealed that meteorological and hydrological factors constitute approximately 76% of input variables, with rainfall/precipitation and water level measurements forming the core predictive basis. Long Short-Term Memory (LSTM) networks emerged as the dominant algorithm (21% of implementations), whilst hybrid and ensemble approaches showed the most dramatic growth (from 2% in 2019 to 10% in 2024). The study also revealed a threefold increase in publications during this period, with significant geographical concentration in East and Southeast Asia (56% of studies), particularly China (36%). Several research gaps were identified, including limited exploration of graph-based approaches for modelling spatial relationships, underutilisation of transfer learning for data-scarce regions, and insufficient uncertainty quantification. This SMS provides researchers and practitioners with actionable insights into current trends, methodological practices, and future directions in data-driven flood forecasting, thereby advancing this critical field for disaster management.","[{'authorId': '1900962730', 'name': 'Banujan Kuhaneswaran'}, {'authorId': '1782229', 'name': 'G. Sorwar'}, {'authorId': '2374518531', 'name': 'Ali Reza Alaei'}, {'authorId': '2374515168', 'name': 'Feifei Tong'}]",2025.0,Water,{'name': 'Water'},https://www.semanticscholar.org/paper/896777226b4723c0e69ff0a47faf64aa0d89c997,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.3390/w17152281?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/w17152281, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",2,98,,"['JournalArticle', 'Review']",,"{'DOI': '10.3390/w17152281', 'CorpusId': 280425317}",0,"Banujan Kuhaneswaran, G. Sorwar, Ali Reza Alaei, Feifei Tong","JournalArticle, Review","DOI:10.3390/w17152281, CorpusId:280425317"
Updating a Systematic Literature Review on Knowledge Management Diagnostics in Software Development Organizations,"Context: In the rapidly evolving software development landscape, organizations face the constant challenge to work with the generated knowledge. Knowledge Management (KM) can be applied to efficiently manage the knowledge in software development organizations and ensure the product quality. However, although there are several KM approaches, carrying out a KM diagnosis in the organizations can identify which knowledge activities present the best cost-benefit for the organization. There are several KM approaches suggested in the literature. But it is quite relevant to carry out a KM diagnosis in the organizations to clearly identify which knowledge activities can present the best cost-benefit aspect within the organizations. A Systematic Literature Review (SLR) was published in 2018, presenting evidence on KM diagnosis in software development organizations. From an assessment of this SLR and the current state of this research topic, we noticed that the 2018’ SLR needed maintenance with an update. Objective: This study aims to update and extend the results produced in this previous SLR. Method: We conducted the 2018 SLR update, considering a new database, backward and forward snowballing, and more analyses of the extracted data. Results: From the SLR update, 16 new studies on KM diagnoses in Software Engineering context were identified. Conclusion: In Software Engineering, consolidated models continue lacking for applying KM diagnostics. Moreover, computational approaches to provide automated support in the diagnosis application and analysis are not quite well explored.","[{'authorId': '2336775333', 'name': 'Daniela dos Santos Alves'}, {'authorId': '2336774258', 'name': 'Deivid José Smek'}, {'authorId': '23181320', 'name': 'É. Souza'}, {'authorId': '1757650', 'name': 'K. Felizardo'}, {'authorId': '2335229656', 'name': 'N. L. Vijaykumar'}]",2024.0,Brazilian Symposium on Software Quality,{'name': 'Proceedings of the XXIII Brazilian Symposium on Software Quality'},https://www.semanticscholar.org/paper/7e57e51110b9bbece0d31802cb0c0eb74bcda294,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3701625.3701652?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3701625.3701652, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",1,40,,"['JournalArticle', 'Book', 'Review']",['Computer Science'],"{'DBLP': 'conf/sbqs/AlvesSSFV24', 'DOI': '10.1145/3701625.3701652', 'CorpusId': 274967657}",0,"Daniela dos Santos Alves, Deivid José Smek, É. Souza, K. Felizardo, N. L. Vijaykumar","JournalArticle, Book, Review","DBLP:conf/sbqs/AlvesSSFV24, DOI:10.1145/3701625.3701652, CorpusId:274967657"
Deep Learning-Based Mitosis Detection in Breast Cancer Histopathology Images: A Mapping Study,"Mitosis detection refers to the process of identifying and locating mitotic cells within histological or microscopic images. Mitosis, a crucial stage in the cell cycle, involves cell division, and detecting mitotic figures is particularly important in various fields, especially in cancer diagnosis and research. Pathologists takes more time to detect the mitosis in traditional way, also there may be huge variants between experts. As a result, there has been significant interest in developing automated methods for mitosis detection in histopathology images. Several automatic mitosis detection techniques have been proposed in recent years. Five electronic research databases were searched in order to complete the mapping investigation. We took into account research articles released between January 2013 and May 2023. There were 227 studies in the first batch of results. A total of 79 studies were chosen from this set. We conducted a direct search of research organizations’ and individuals’ publications as well as snowballing techniques to find the 73 researchers who completed these investigations. 79 papers addressing Deep learning-based mitotic detection in breast cancer were found through the mapping project, and these have been examined to gather pertinent data for a number of research concerns. This mapping study will help the future researchers to easily identify the relevance within each study and will lead to continuous advancements in deep learning architectures and algorithms will likely lead to improved accuracy and efficiency in mitosis detection. Refinement of models, such as convolutional neural networks (CNNs) and more sophisticated architectures, may enhance the ability to detect mitotic figures with higher precision.","[{'authorId': '2044973437', 'name': 'Premisha Premananthan'}, {'authorId': '2187012751', 'name': 'Mauran Kanagarathnam'}]",2024.0,International Conference on Soft Computing and Software Engineering,"{'volume': '7', 'pages': '1-5', 'name': '2024 International Research Conference on Smart Computing and Systems Engineering (SCSE)'}",https://www.semanticscholar.org/paper/3eeec6d4f907e48826b628c00c338a388690268d,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1109/SCSE61872.2024.10550511?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/SCSE61872.2024.10550511, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",1,16,,['Conference'],,"{'DOI': '10.1109/SCSE61872.2024.10550511', 'CorpusId': 270397800}",0,"Premisha Premananthan, Mauran Kanagarathnam",Conference,"DOI:10.1109/SCSE61872.2024.10550511, CorpusId:270397800"
Nature-inspired metaheuristic methods in software testing,,"[{'authorId': '2223011727', 'name': 'Niloofar Khoshniat'}, {'authorId': '2223009061', 'name': 'Amirhossein Jamarani'}, {'authorId': '2185095767', 'name': 'Ahmad Ahmadzadeh'}, {'authorId': '2369574280', 'name': 'Mostafa Haghi Kashani'}, {'authorId': '2719926', 'name': 'Ebrahim Mahdipour'}]",2023.0,"Soft Computing - A Fusion of Foundations, Methodologies and Applications","{'volume': '', 'pages': '1-42', 'name': 'Soft Computing'}",https://www.semanticscholar.org/paper/7048ecb31d8e891f84a6ebbd6f7551e9f386f45b,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/s00500-023-08382-8?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/s00500-023-08382-8, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",22,158,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/soco/KhoshniatJAKM24', 'DOI': '10.1007/s00500-023-08382-8', 'CorpusId': 259812731}",0,"Niloofar Khoshniat, Amirhossein Jamarani, Ahmad Ahmadzadeh, Mostafa Haghi Kashani, Ebrahim Mahdipour","JournalArticle, Review","DBLP:journals/soco/KhoshniatJAKM24, DOI:10.1007/s00500-023-08382-8, CorpusId:259812731"
Software Testing Issues Improvement in Quality Assurance,"Quality assurance ensures that the project is carried out following the agreed-upon supplies, principles, and then purposes. The goal of type and its calibration investigation remains to better comprehend the multifaceted course of software analysis. Current software rehearses have some errors such as analysis techniques, user arrogances, and logistic culture. Altogether of these subjects, including such rushed testing, way to quickly times, totally inadequate supporting documents, and so on others must be addressed together. Describe a solution to the significant trouble of product testing in quality managing. We will discuss about the solutions of testing problems in quality management. propose a solution to the glitches mentioned above.","[{'authorId': '145675271', 'name': 'M. Salahat'}, {'authorId': '2217495306', 'name': 'Raed A. Said'}, {'authorId': '2165746744', 'name': 'K. Hamid'}, {'authorId': '2217486563', 'name': 'Usama Haseeb'}, {'authorId': '2217495121', 'name': 'Elsaid Abdel Maguid Abdel Ghani'}, {'authorId': '2396516', 'name': 'A. Abualkishik'}, {'authorId': '2217347812', 'name': 'Muhammad Waseem Iqbal'}, {'authorId': '2098470286', 'name': 'Mohammad Inairat'}]",2023.0,2023 International Conference on Business Analytics for Technology and Security (ICBATS),"{'pages': '1-6', 'name': '2023 International Conference on Business Analytics for Technology and Security (ICBATS)'}",https://www.semanticscholar.org/paper/a1bb7ae3ee59f9650f66963ab120dba3be5a37b2,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1109/ICBATS57792.2023.10111145?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ICBATS57792.2023.10111145, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",2,39,,['Conference'],,"{'DOI': '10.1109/ICBATS57792.2023.10111145', 'CorpusId': 258726858}",0,"M. Salahat, Raed A. Said, K. Hamid, Usama Haseeb, Elsaid Abdel Maguid Abdel Ghani, A. Abualkishik, Muhammad Waseem Iqbal, Mohammad Inairat",Conference,"DOI:10.1109/ICBATS57792.2023.10111145, CorpusId:258726858"
Systematic Mapping Study on the Use of Different Approaches for Detecting the Femoral Fracture Types using X-ray Images,"Usually the X-ray images can be used to detect fractures and help the physician to provide the appropriate diagnosis. To avoid further injury or causing more harm to the injured area, it is crucial to treat any broken or fractured bones as medical emergencies and seek the necessary treatment without delay. A thorough analysis was carried out to discover the previous studies in detecting the fractures using X-ray images by incorporating different techniques. Especially, as we all know artificial Intelligence and Machine Learning play a vital role in the medical domain in various aspects nowadays. During this mapping study, various fracture detection using image processing techniques were considered. Studies related to the analysis on X-ray images to detect fractures from 2010-2021 presented along with the findings discovered. The related studies extracted from six electronic archives namely Springer Link, IEEE Xplore, ACM Digital Library, Research Gate, and Science Direct. From the studies obtained there were no studies reported yet to classify the type of femoral neck fracture. There are four types of neck fractures that can occur in the femoral. It’s difficult for a doctor or radiographer with less experience to detect the exact type of femoral neck fracture in limited time. Anyhow to expand this study further, to detect the femoral fracture type in advance, previous studies related in detecting the other fractures using X-rays were analyzed. Totally around 200 studies were initially chosen, and 12 papers were shortlisted from the depth analysis. Numerous studies have been done on the identification of bone fractures. There have been attempts to use Artificial Neural Networks (ANN), Support Vector Machine (SVM), and Local Binary Patterns (LBP) approaches frequently. This study would be a promising start for the future scholars to more precisely focus on detecting the type the femoral neck fracture in advance by adapting prevailing Machine and Deep Learning techniques.","[{'authorId': '97923059', 'name': 'M. Kanthasamy'}, {'authorId': '2137144971', 'name': 'S. Prasanth'}, {'authorId': '151360247', 'name': 'K. Banujan'}, {'authorId': '1391699592', 'name': 'B. Kumara'}]",2022.0,"2022 International Conference on Innovation and Intelligence for Informatics, Computing, and Technologies (3ICT)","{'pages': '587-592', 'name': '2022 International Conference on Innovation and Intelligence for Informatics, Computing, and Technologies (3ICT)'}",https://www.semanticscholar.org/paper/2c2a88ef06e6f2b2d72261cc9d5482957c41f0f6,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1109/3ICT56508.2022.9990618?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/3ICT56508.2022.9990618, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",1,26,,['Conference'],,"{'DOI': '10.1109/3ICT56508.2022.9990618', 'CorpusId': 255265543}",1,"M. Kanthasamy, S. Prasanth, K. Banujan, B. Kumara",Conference,"DOI:10.1109/3ICT56508.2022.9990618, CorpusId:255265543"
A Systematic Mapping Study in the area of Software Testing,"This article offers an overview of the research developed in the last decade in the area of software testing. Systematic Literature Mapping was used as a research methodology, and based on three databases, 171 primary studies were selected. The study raises a set of research questions about techniques, strategies and types of tests, aspects such as quality factors analyzed, degree of innovation, and even about the empirical method used in the study. Among the findings, it was found that performance tests are the most analyzed types of tests, mixed strategies were the most cited, that efficiency turned out to be the most important quality factor, and that case studies are the most used technique by researchers. The secondary study carried out allowed us to conclude that research in the field of software testing is still valid in the context of Software Engineering, so it is pertinent to continue research on specific topics through both primary and secondary studies.","[{'authorId': '2063064861', 'name': 'R. Vera'}, {'authorId': '2185363114', 'name': 'Naomi Garcia'}, {'authorId': '2116508151', 'name': 'J. Díaz'}]",2022.0,International Journal of Combinatorial Optimization Problems and Informatics,"{'volume': '13', 'pages': '47-57', 'name': 'Int. J. Comb. Optim. Probl. Informatics'}",https://www.semanticscholar.org/paper/8f0595cc8ed38b6203083dc9e832a962f7a6c3c5,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.61467/2007.1558.2022.v13i4.321?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.61467/2007.1558.2022.v13i4.321, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",0,25,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/ijcopi/AguilarGD22', 'DOI': '10.61467/2007.1558.2022.v13i4.321', 'CorpusId': 252356603}",0,"R. Vera, Naomi Garcia, J. Díaz","JournalArticle, Review","DBLP:journals/ijcopi/AguilarGD22, DOI:10.61467/2007.1558.2022.v13i4.321, CorpusId:252356603"
Perceptions of knowledge management in Brazilian software development companies,"The software development companies conduct activities that generate a considerable amount of knowledge. Knowledge Management (KM) allows working with the generated knowledge helping in organizational learning. However, professionals in software companies still face several challenges to articulate and leverage knowledge in the organization. We aim at providing evidence about how KM has been adopted in practical environments of software development. We designed a survey instrument that was distributed to Brazilian software development professionals. The survey results improved the current understanding of KM and how it manifests itself in practical software development environments.","[{'authorId': '2186267984', 'name': 'Juliana Oliveira dos Santos'}, {'authorId': '2181250860', 'name': 'Guilherme Augusto dos Reis Martins'}, {'authorId': '23181320', 'name': 'É. Souza'}, {'authorId': '1757650', 'name': 'K. Felizardo'}, {'authorId': '3433873', 'name': 'G. V. Meinerz'}]",2022.0,Conferencia Iberoamericana de Software Engineering,{'pages': '233-247'},https://www.semanticscholar.org/paper/c7f9ea4cf4141ca701487cb54979bf01d82cb75e,True,"{'url': 'https://doi.org/10.5753/cibse.2022.20975', 'status': 'BRONZE', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.5753/cibse.2022.20975?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.5753/cibse.2022.20975, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",2,24,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'conf/cibse/SantosMSFM22', 'DOI': '10.5753/cibse.2022.20975', 'CorpusId': 251504145}",0,"Juliana Oliveira dos Santos, Guilherme Augusto dos Reis Martins, É. Souza, K. Felizardo, G. V. Meinerz","JournalArticle, Review","DBLP:conf/cibse/SantosMSFM22, DOI:10.5753/cibse.2022.20975, CorpusId:251504145"
