id,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W4312599097,Fatih Gürcan|Gonca Gökçe Menekşe Dalveren|Nergiz Ercil Çağıltay|Dumitru Roman|Ahmet Soylu,https://openalex.org/A5058328755|https://openalex.org/A5080087159|https://openalex.org/A5071229874|https://openalex.org/A5016864296|https://openalex.org/A5012429784,https://orcid.org/0000-0001-9915-6686|https://orcid.org/0000-0002-8649-1909|https://orcid.org/0000-0003-0875-9276|https://orcid.org/0000-0001-6397-3705|https://orcid.org/0000-0001-6034-4137,TR|TR|TR|NO|NO,Karadeniz Technical University|Atilim University|Atilim University|SINTEF|Norwegian University of Science and Technology,https://openalex.org/I162720556|https://openalex.org/I45542416|https://openalex.org/I45542416|https://openalex.org/I173888879|https://openalex.org/I204778367,True|False|False|False|False,cc-by,39,https://openalex.org/I162720556,Evolution of Software Testing Strategies and Trends: Semantic Content Analysis of Software Research Corpus of the Last 40 Years,https://doi.org/10.1109/access.2022.3211949,Norges Teknisk-Naturvitenskapelige Universitet,14.4396622,False,en,True,gold,IEEE Access,https://openalex.org/S2485537415,2169-3536,journal,Software Engineering Research,2022-01-01,2022,article
https://openalex.org/W2966195514,Luiz Alberto Ferreira Gomes|Ricardo da Silva Torres|Mario Lúcio Côrtes,https://openalex.org/A5016518981|https://openalex.org/A5087058987|https://openalex.org/A5017489211,https://orcid.org/0000-0001-5430-1632|https://orcid.org/0000-0001-9772-263X|https://orcid.org/0000-0002-3891-1593,BR|BR|BR,Pontifícia Universidade Católica de Minas Gerais|Universidade Estadual de Campinas (UNICAMP)|Universidade Estadual de Campinas (UNICAMP),https://openalex.org/I170935008|https://openalex.org/I181391015|https://openalex.org/I181391015,True|False|False,,52,https://openalex.org/I170935008,Bug report severity level prediction in open source software: A survey and research opportunities,https://doi.org/10.1016/j.infsof.2019.07.009,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior|Conselho Nacional de Desenvolvimento Científico e Tecnológico|Fundação Amazônia Paraense de Amparo à Pesquisa,9.82827102,False,en,False,closed,Information and Software Technology,https://openalex.org/S205010575,0950-5849,journal,Software Engineering Research,2019-07-31,2019,article
https://openalex.org/W2989809658,Mahboubeh Dadkhah|Saeed Araban|Samad Paydar,https://openalex.org/A5072142047|https://openalex.org/A5015617590|https://openalex.org/A5035305656,https://orcid.org/0000-0002-0436-8369|https://orcid.org/0000-0002-8205-1631|https://orcid.org/0000-0002-3370-2151,IR|IR|IR,Ferdowsi University of Mashhad|Ferdowsi University of Mashhad|Ferdowsi University of Mashhad,https://openalex.org/I86958956|https://openalex.org/I86958956|https://openalex.org/I86958956,False|True|False,,40,https://openalex.org/I86958956,A systematic literature review on semantic web enabled software testing,https://doi.org/10.1016/j.jss.2019.110485,,7.3660999,False,en,False,closed,Journal of Systems and Software,https://openalex.org/S37879656,0164-1212,journal,Software Testing and Debugging Techniques,2019-11-26,2019,article
https://openalex.org/W2593303116,Érica Ferreira de Souza|Ricardo de Almeida Falbo|Nandamudi Lankalapali Vijaykumar,https://openalex.org/A5050603863|https://openalex.org/A5017900692|https://openalex.org/A5109355148,https://orcid.org/0000-0002-5425-145X||,BR|BR|BR,Universidade Tecnológica Federal do Paraná|Universidade Federal do Espírito Santo|National Institute for Space Research,https://openalex.org/I1283613182|https://openalex.org/I51235708|https://openalex.org/I80849659,True|False|False,,38,https://openalex.org/I1283613182,ROoST: Reference Ontology on Software Testing,https://doi.org/10.3233/ao-170177,,3.89605384,False,en,False,closed,Applied Ontology,https://openalex.org/S31619775,1570-5838,journal,Semantic Web and Ontologies,2017-03-06,2017,article
https://openalex.org/W2799532263,Qiu Hong-hua|Lu-Ge Liu,https://openalex.org/A5069327301|https://openalex.org/A5081665495,https://orcid.org/0000-0001-5526-2786|,CN|DE|CN,Northwest University|Max Planck Institute for Innovation and Competition|Northwest University,https://openalex.org/I37802460|https://openalex.org/I4210129449|https://openalex.org/I37802460,True|False,cc-by,38,https://openalex.org/I37802460|https://openalex.org/I4210129449,A Study on the Evolution of Carbon Capture and Storage Technology Based on Knowledge Mapping,https://doi.org/10.3390/en11051103,,3.01451716,False,en,True,gold,Energies,https://openalex.org/S198098182,1996-1073,journal,Carbon Dioxide Capture Technologies,2018-05-01,2018,article
https://openalex.org/W3207469052,Simone Dornelas Costa|Monalessa Perini Barcellos|Ricardo de Almeida Falbo,https://openalex.org/A5026987215|https://openalex.org/A5027468858|https://openalex.org/A5017900692,https://orcid.org/0000-0001-9919-2089|https://orcid.org/0000-0002-6225-9478|,BR|BR|BR,Universidade Federal do Espírito Santo|Universidade Federal do Espírito Santo|Universidade Federal do Espírito Santo,https://openalex.org/I51235708|https://openalex.org/I51235708|https://openalex.org/I51235708,True|False|False,,20,https://openalex.org/I51235708,Ontologies in human–computer interaction: A systematic literature review,https://doi.org/10.3233/ao-210255,,2.11655363,False,en,False,closed,Applied Ontology,https://openalex.org/S31619775,1570-5838,journal,Semantic Web and Ontologies,2021-10-15,2021,article
https://openalex.org/W2643040023,Sergio Teixeira|Bruno Alves Agrizzi|José Gonçalves Pereira Filho|Silvana Rossetto|Roquemar de Lima Baldam,https://openalex.org/A5063166004|https://openalex.org/A5085534554|https://openalex.org/A5035036210|https://openalex.org/A5076815367|https://openalex.org/A5010990131,https://orcid.org/0000-0002-9550-0475|https://orcid.org/0000-0001-9279-5792|https://orcid.org/0000-0002-8056-3836||https://orcid.org/0000-0002-8100-2862,BR|BR|BR|BR|BR|US,Universidade Federal do Espírito Santo|Centro Universitário de União da Vitória|Universidade Católica de Brasília|Universidade Federal do Espírito Santo|Universidade Federal do Espírito Santo|Universidade Federal do Rio de Janeiro|Instituto Federal do Espírito Santo|International Foundation for Electoral Systems|Universidade Federal do Espírito Santo,https://openalex.org/I51235708|https://openalex.org/I4210143096|https://openalex.org/I24871856|https://openalex.org/I51235708|https://openalex.org/I51235708|https://openalex.org/I122140584|https://openalex.org/I4210160371|https://openalex.org/I1282368058|https://openalex.org/I51235708,True|False|False|False|False,,23,https://openalex.org/I51235708|https://openalex.org/I4210143096|https://openalex.org/I24871856,Modeling and automatic code generation for wireless sensor network applications using model-driven or business process approaches: A systematic mapping study,https://doi.org/10.1016/j.jss.2017.06.024,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,1.65243288,False,en,False,closed,Journal of Systems and Software,https://openalex.org/S37879656,0164-1212,journal,Context-Aware Activity Recognition Systems,2017-06-20,2017,article
https://openalex.org/W3099017293,Zhe Sun|Chi Hu|Chunlei Li|Linbo Wu,https://openalex.org/A5088429932|https://openalex.org/A5016669585|https://openalex.org/A5100341679|https://openalex.org/A5010781173,https://orcid.org/0000-0002-1576-4949|https://orcid.org/0000-0002-4314-5862|https://orcid.org/0000-0001-6543-1838|https://orcid.org/0000-0001-9964-6140,CN|CN|CN|CN,China Academy of Engineering Physics|China Academy of Engineering Physics|China Academy of Engineering Physics|China Academy of Engineering Physics,https://openalex.org/I2801345734|https://openalex.org/I2801345734|https://openalex.org/I2801345734|https://openalex.org/I2801345734,True|False|False|False,cc-by,19,https://openalex.org/I2801345734,Domain Ontology Construction and Evaluation for the Entire Process of Software Testing,https://doi.org/10.1109/access.2020.3037188,,4.52917826,False,en,True,gold,IEEE Access,https://openalex.org/S2485537415,2169-3536,journal,Software Engineering Research,2020-01-01,2020,article
https://openalex.org/W3138966960,Bianca Minetto Napoleão|Érica Ferreira de Souza|Glauco Antonio Ruiz|Katia Romero Felizardo|Giovani Volnei Meinerz|Nandamudi L. Vijaykumar,https://openalex.org/A5050461785|https://openalex.org/A5050603863|https://openalex.org/A5083314720|https://openalex.org/A5043877845|https://openalex.org/A5045644562|https://openalex.org/A5042368174,https://orcid.org/0000-0003-1066-5535|https://orcid.org/0000-0002-5425-145X|https://orcid.org/0000-0003-4813-8095|https://orcid.org/0000-0001-9080-4165|https://orcid.org/0000-0003-0915-3436|https://orcid.org/0000-0002-9025-0841,BR|BR|BR|BR|BR|BR,Universidade Tecnológica Federal do Paraná|Universidade Tecnológica Federal do Paraná|Universidade Tecnológica Federal do Paraná|Universidade Tecnológica Federal do Paraná|Universidade Tecnológica Federal do Paraná|National Institute for Space Research|Universidade Federal de São Paulo,https://openalex.org/I1283613182|https://openalex.org/I1283613182|https://openalex.org/I1283613182|https://openalex.org/I1283613182|https://openalex.org/I1283613182|https://openalex.org/I80849659|https://openalex.org/I88273585,False|True|False|False|False|False,,14,https://openalex.org/I1283613182,Synthesizing researches on Knowledge Management and Agile Software Development using the Meta-ethnography method,https://doi.org/10.1016/j.jss.2021.110973,Conselho Nacional de Desenvolvimento Científico e Tecnológico,3.49356163,False,en,False,closed,Journal of Systems and Software,https://openalex.org/S37879656,0164-1212,journal,Software Engineering Techniques and Practices,2021-04-18,2021,article
https://openalex.org/W3128348657,Janotheepan Mariyathas|Vasanthapriyan Shanmuganathan|Banujan Kuhaneswaran,https://openalex.org/A5000664608|https://openalex.org/A5113948693|https://openalex.org/A5077733859,||https://orcid.org/0000-0002-0265-2198,LK|LK|LK,Sabaragamuwa University of Sri Lanka|Sabaragamuwa University of Sri Lanka|Sabaragamuwa University of Sri Lanka,https://openalex.org/I908128300|https://openalex.org/I908128300|https://openalex.org/I908128300,True|False|False,,11,https://openalex.org/I908128300,Sinhala Handwritten Character Recognition using Convolutional Neural Network,https://doi.org/10.1109/icitr51448.2020.9310914,,0.62980391,False,en,False,closed,,,,,Handwritten Text Recognition Techniques,2020-12-02,2020,article
