Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"A Sivaanpu, K Punithakumar, R Zheng…","Speckle Noise Reduction Techniques in Ultrasound Imaging: A comprehensive review of the last two decades (2005–2024)",2025,"Computer Methods and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0169260725005668","",13,"2026-01-15 11:47:48","","","","",,,,,0,0.00,0,4,1,"Ultrasound imaging has become a widely used medical modality over the past few decades. Despite technological advances, ultrasound images are susceptible to inherent noise that …","","https://scholar.google.com/scholar?q=related:I66bHP7kYvwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"M Havakeshian, Y Labiche","On Software Testing Reference Ontologies",2025,"Journal of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121225004285","",20,"2026-01-15 11:47:48","","","","",,,,,0,0.00,0,2,1,"Software testing manipulates various artifacts, such as application and test code, requirements, test objectives and results, that are important to stakeholders such as …","","https://scholar.google.com/scholar?q=related:IqBNJoclElUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"K Veena, N Jigeesh","Potential influence of performance management on knowledge management in the light of organisational learning-an empirical study in Indian software industry",2025,"International Journal of Knowledge …","inderscienceonline.com","https://www.inderscienceonline.com/doi/abs/10.1504/IJKL.2025.148774","",28,"2026-01-15 11:47:48","","10.1504/IJKL.2025.148774","","",,,,,0,0.00,0,2,1,"Almost all kinds of industries accepted and adopted organisational learning to improve the performance of individual employees, groups of employees (teams) and the organisation as …","","https://scholar.google.com/scholar?q=related:Dz3JKM_52GwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"MFN Mohammad, R Abdullah…","Development and validation of a questionnaire for measuring the sustainability factors of quality management systems",2025,"… of Productivity and …","inderscienceonline.com","https://www.inderscienceonline.com/doi/abs/10.1504/IJPQM.2025.148467","",31,"2026-01-15 11:47:48","","10.1504/IJPQM.2025.148467","","",,,,,0,0.00,0,3,1,"This study elaborates on the development of a questionnaire as a survey instrument for measuring the sustainability factors of quality management systems. The scope covers the …","","https://scholar.google.com/scholar?q=related:NG2T5HNVkFoJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"EA Elfaiz","The Barriers of Knowledge Acquisition and Knowledge Transfer in Software Companies: A Systematic Literature Review",2025,"Journal of Innovation Information Technology and …","ejournal.pnc.ac.id","https://ejournal.pnc.ac.id/index.php/jinita/article/view/2522","",38,"2026-01-15 11:47:48","","","","",,,,,0,0.00,0,1,1,"","https://ejournal.pnc.ac.id/index.php/jinita/article/download/2522/939","https://scholar.google.com/scholar?q=related:LgCTdqD3OHUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"M Havakeshian","Streamlining Test Processes with Applied AI: Integrating and Analyzing Test Data for Cost Reduction in 5G and Beyond-an Industry Perspective",2025,"","carleton.scholaris.ca","https://carleton.scholaris.ca/items/a9bbc4fa-b690-41b8-ad66-161c4d5cc78e/full","",49,"2026-01-15 11:47:48","","","","",,,,,0,0.00,0,1,1,"In the rapidly evolving telecommunications industry, organizations face the challenge of ensuring that a diverse range of products perform effectively across various configurations …","https://carleton.scholaris.ca/bitstreams/f14f3d12-49a3-432c-a4d8-c8d7b7392fd0/download","https://scholar.google.com/scholar?q=related:CJoCX56RxSYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"S Heigl","Predicting mutation-scores with a cheap quality model",2023,"","repositum.tuwien.at","https://repositum.tuwien.at/handle/20.500.12708/186965","",57,"2026-01-15 11:47:48","","","","",,,,,0,0.00,0,1,3,"Keeping a good test-suite is important, otherwise a software project may get unmaintainable. There are several techniques to determine the quality of a test-suite, with mutation testing …","https://repositum.tuwien.at/bitstream/20.500.12708/186965/1/Heigl%20Stefan%20-%202023%20-%20Predicting%20Mutation-Scores%20with%20a%20Cheap%20Quality%20Model.pdf","https://scholar.google.com/scholar?q=related:ZMSCuZOdW5kJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"M Chugh","A Deep Drive into Knowledge Management for Improving Software Process and Product: Visions and Research Directions",2022,"Proceedings of 3rd International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-981-19-2828-4_2","",60,"2026-01-15 11:47:48","","10.1007/978-981-19-2828-4_2","","",,,,,0,0.00,0,1,4,"Software engineering organizations strive to develop the high-quality software. To accomplish the goal of the developing a high-quality software, the software process has to …","","https://scholar.google.com/scholar?q=related:ZQ7xj0gd5EUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"MAA Feris, K Goffin, O Zwikael, D Fan","Research Online",,"academia.edu","","https://www.academia.edu/download/98735808/viewcontent.pdf","",63,"2026-01-15 11:47:48","PDF","","","",,,,,0,0.00,0,4,,"R&D plays a crucial role in developing new products, the commercialisation of which can drive corporate growth. Over three decades, research has focused the new product …","https://www.academia.edu/download/98735808/viewcontent.pdf","https://scholar.google.com/scholar?q=related:zn6fvNASbHgJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"RA Aguilar, N Garcia, JC Díaz","A Systematic Mapping Study in the area of Software Testing",2022,"International Journal of …","search.proquest.com","https://search.proquest.com/openview/ef77e4c540551d39977c838a0d08791a/1?pq-origsite=gscholar&cbl=696410","",65,"2026-01-15 11:47:48","","","","",,,,,0,0.00,0,3,4,"This article offers an overview of the research developed in the last decade in the area of software testing. Systematic Literature Mapping was used as a research methodology, and …","","https://scholar.google.com/scholar?q=related:FSb3ASsGLooJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"NA Yahaya, MA Abdulgabber…","An Evolutionary Approach to Software Testing Ontology Development",2022,"International Journal of …","academia.edu","https://www.academia.edu/download/93040809/IJIT_V8I5P1.pdf","",70,"2026-01-15 11:47:48","PDF","","","",,,,,0,0.00,0,3,4,"ABSTRACT Software Testing Ontology (STO) serves as a formal representation of the vocabulary to be used in descriptions pertaining to software testing knowledge area. The …","https://www.academia.edu/download/93040809/IJIT_V8I5P1.pdf","https://scholar.google.com/scholar?q=related:7trOozsL-bEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"S Vasanthapriyan","Investigating Software Testing Practices in Software Development Organizations: Sri Lankan Experience",2020,"Software Engineering for Agile Application …","igi-global.com","https://www.igi-global.com/chapter/investigating-software-testing-practices-in-software-development-organizations/250446","",71,"2026-01-15 11:47:48","","","","",,,,,0,0.00,0,1,6,"Software testing, which is a knowledge-intensive and collaborative activity, is a sub-area of software engineering. Software testing knowledge can be applied to different testing tasks …","","https://scholar.google.com/scholar?q=related:IFAtLmWm1GQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"M Murugan","The role of cultural intelligence in facilitating tacit knowledge sharing in Australian information and communication technology organisations",2020,"","research.usq.edu.au","https://research.usq.edu.au/item/q6497/the-role-of-cultural-intelligence-in-facilitating-tacit-knowledge-sharing-in-australian-information-and-communication-technology-organisations","",72,"2026-01-15 11:47:48","","","","",,,,,0,0.00,0,1,6,"In a world of rapidly changing technology, ICT companies require significant tacit knowledge transfer for product development and innovation as well as for sustainable and competitive …","https://research.usq.edu.au/download/4c92d1011bacacae5d569e1f160d3a531741c572013756b63f8e742dbedd0b65/2087705/Mutharasu%20Murugan%20U1064799_DBA%20Thesis%20Final.pdf","https://scholar.google.com/scholar?q=related:26X9TObjRZkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"J REZAEENOUR","The knowledge management Research studies in the age of cloud computing",2019,"","Technology of Education Journal","","",73,"2026-01-15 11:47:48","CITATION","","","",,,,,0,0.00,0,1,7,"","","https://scholar.google.com/scholar?q=related:FXeDemeKmm4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"CJLR Teixeira","Knowledge Engineering Architecture for the Analysis of Organizational Log Data: a software tool for log data analysis",2018,"","comum.rcaap.pt","https://comum.rcaap.pt/entities/publication/a86a5786-ba52-4d61-af52-7d0954451ceb","",74,"2026-01-15 11:47:48","","","","",,,,,0,0.00,0,1,8,"Organisation log data are generate by software and can provide help to maintenance team addressing issues reported by the client. Once an application is in production, there are …","https://comum.rcaap.pt/bitstreams/64ce6929-82ee-490e-bc30-6f5fce6875dd/download","https://scholar.google.com/scholar?q=related:s9sVFlN70n0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"T Lucero, JF Pacheco Torres","ESCUELA DE POSGRADO",,"","","","",75,"2026-01-15 11:47:48","CITATION","","","",,,,,0,0.00,0,2,,"","","https://scholar.google.com/scholar?q=related:8ZHA3AEE4f8J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"SK Weerathunga, S Vasanthapriyan","Knowledge Management Involvement in Improving Human Resource Management of the Organizations",2018,"","192.248.104.6","http://192.248.104.6/handle/345/2677","",76,"2026-01-15 11:47:48","","","","",,,,,0,0.00,0,2,8,"Human Resource Management is identified as essential for driving the human resource of any organization towards the success. Since they possess the knowledge required to …","http://192.248.104.6/bitstream/handle/345/2677/IRC2018%28410-414%29.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:v4-tB9DCWNUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"MS Hirani","An investigation of clinical knowledge management practices at the Aga Khan University Hospital, Nairobi",2016,"","Strathmore University","","",78,"2026-01-15 11:47:48","CITATION","","","",,,,,0,0.00,0,1,10,"","","https://scholar.google.com/scholar?q=related:0nO8e6hSnSsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
