DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.3109/17538157.2014.907803,Patients' contribution to the development of a web-based plan for integrated care – a participatory design study,"Jorunn Bjerkan, M. Hedlund, R. Hellesø",Informatics for health & social care,2015,"Aims and objectives: The aim was to explore how a participatory design (PD) approach involving adult patients and parents of children with disabilities could contribute to the development of an electronic “Individual Care Plan” (e-ICP) in Norway. The system was intended to simplify multi-disciplinary cross-sector documentation and collaboration between care professionals and patients in care planning. Methods: The data in the study comprised semi-structured interviews with patients and parents, as well as field notes. Systematic text condensation (STC) in a stepwise analysis model was performed on the data. Results: Testing through three phases resulted in system improvements and additional functionality according to the participating patients’ needs and requests. PD was initially applied, enabling a constructive dialogue between developers and patients. System training and collecting patient expectations was a preliminary task. Patients then brought testing experiences to the system developers, focusing first on access to information and document filing. Later, finalizing testing towards a tool for interaction with care professionals was a main concern. Conclusion: Adult patients and parents participating in the study provided various insights and expectations that informed system improvements and resulted in new functionality. System development and testing in healthcare can successfully incorporate patient involvement.",12784175,64,51,,
10.1109/blockchain50366.2020.00020,A Blockchain-based Testing Approach for Collaborative Software Development,"S. Yau, Jinal S. Patel",International Congress on Blockchain and Applications,2020,"Development of large-scale and complex software systems requires multiple teams, including software development teams, domain experts, user representatives, and other project stakeholders, to work collaboratively to achieve software development goals. These teams rely on the use of agreed software development processes, knowledge management tools, and communication channels collaboratively in the software development project. Software testing is an important and complicated process due to reasons such as difficulties in achieving testing goals with the given time constraint, absence of efficient data sharing policies, vague testing acceptance criteria at various levels of testing, and lack of trusted coordination among the teams involved in software testing. The efficiency of the software testing relies on efficient, reliable, and trusted information sharing among these teams. Existing approaches to software testing for collaborative software development use centralized or decentralize tools for software testing, knowledge management, and communication channels. Existing approaches have the limitations of centralized authority, a single point of failure/compromise, lack of automatic requirement compliance checking and transparency in information sharing, and lack of unified data sharing policy, and reliable knowledge management repositories for sharing and storing past software testing artifacts and data. In this paper, a software testing approach for collaborative software development using private blockchain is presented, and the desirable properties of private blockchain, such as distributed data management, tamper-resistance, auditability and automatic requirement compliance checking, are incorporated to greatly improve the quality of software testing for collaborative software development.",129474281,11,10,,
10.7763/ijke.2015.v1.25,A Framework for a Knowledge Management System in a Cloud Computing Environment Using a Knowledge Engineering Approach,"Anuchit Anupan, Prachyanun Nilsook, Panita Wannapiroon",International journal of knowledge engineering,2015,(missing abstract),61931187,11,20,,
10.5277/e-inf180103,Knowledge management in software testing : A systematic snowball literature review,"Krzysztof Wnuk, Thrinay Garrepalli",e-Informatica Software Engineering Journal,2018,"Background: Software testing benefits from the usage of Knowledge Management (KM) methods and principles. Thus, there is a need to adopt KM to the software testing core processes and attain the ben ...",103960947,31,48,,
(missing DOI),Simulation-Based Optimization for Software Dynamic Testing Processes,"M. Ruiz, J. Tuya, D. Crespo",(missing journal),2014,"- Managing software development projects requires the coordination of different processes that may be performed by different teams, e.g., a development team and a separate testing team. This coordination aims at optimizing the trade-off between cost, schedule and delivered quality. Simulation models are a powerful tool to explore what-if scenarios that help managers to achieve this trade-off and to fine-tune different project parameters. This paper presents a simulation model based on a multi-paradigm approach that connects development and testing processes. The testing process model is based on the process model described in the ISO/IEC/IEEE 29119-2:2013 standard. The simulation model is built using two different methods: the discrete-event approach, to simulate the execution of the dynamic testing processes, and the agent-based approach, to in-depth simulate defects life cycle. Results show how the simulation model is used to explore the evolution of a number of process metrics. Then, the simulation model is used to determine the resource distributions in order to optimize two relevant process metrics: the efficiency of the testing process and the average defect life.",35526142,4,30,,
10.1016/j.jss.2021.110973,Synthesizing researches on knowledge management and agile software development using the meta-ethnography method,"Bianca Minetto Napoleão, Érica Ferreira de Souza, Glauco Antonio Ruiz, Katia Romero Felizardo, Giovani Volnei Meinerz, Nandamudi Lankalapalli Vijaykumar",Journal of Systems and Software,2021,(missing abstract),208176407,13,49,,
10.21500/20275846.274,Gestión de conocimiento: la solución para disminuir el reproceso en las pruebas de software,"Luz Ángela Perona Ossaba, Juan Manuel Velásquez Isaza",(missing journal),2012,"La gestion de conocimiento se ha convertido en una clave fundamental en los procesos de la ingenieria de software, permitiendo mejorar y optimizar cada una de las actividades que se ejecutan durante todo el ciclo de desarrollo de software. Cada una de las etapas de la ingenieria de software ha adoptado de la gestion de conocimiento algunas caracteristicas, de acuerdo con las necesidades que se presentan, adecuandolos y fortaleciendolos para reducir los tiempos y disminuir la fuga de informacion dentro de las organizaciones. Es por esto que las pruebas de software han adoptado la gestion de conocimiento como la alternativa para disminuir el reproceso en las pruebas de software.",65602884,1,8,,
10.26480/aim.01.2018.17.18,KNOWLEDGE GRID MODEL IN FACILITATING KNOWLEDGE SHARING AMONG BIG DATA COMMUNITY,Sara Hosseinioun,(missing journal),2018,"This systematic literature review (SLR) aimed to identify issues of knowledge sharing in big data community as a huge amount of data and highlight the knowledge grid’s characteristics which can improve knowledge flow between members of a community. In achieving the objectives, this study follows Kitchenham’s, (2009) method for SLR. In consequence, three research questions have been chosen in the first phase and in following phases all the related article which help to answer the research questions by the keywords that have been collected. Analysis of results revealed the difficulty of knowledge sharing between community members’ interaction and collaboration and there is a gap in researches on big data user’s roles on sharing through the big data community. Moreover, knowledge grid as communication infrastructure can effectively acquire, represents and exchanges massive amount of knowledge however current knowledge grid models focus on knowledge discovery through big data and there is a lack of efficient knowledge grid model for distributing knowledge among community members by considering their influence on knowledge.",17101932,6,44,,
10.1016/j.infsof.2014.05.016,Knowledge management initiatives in software testing: A mapping study,"Érica Ferreira de Souza, Ricardo de Almeida Falbo, Nandamudi Lankalapalli Vijaykumar",Information & Software Technology,2015,(missing abstract),27204828,62,59,,
(missing DOI),Aplicación de la Gestión de Conocimiento al proceso de pruebas de software Applying Knowledge Management to the software testing process,"D. Durán, Adriana Xiomara Reyes Gamboa, J. Builes",(missing journal),2017,"Resumen La gestión del conocimiento tiene como propósito aprovechar el conocimiento para generar valor a nivel organizacional, soportado en procesos, herramientas y actividades para lograr el propósito. En este contexto, las pruebas son un proceso relevante y contribuye en gran medida al aseguramiento de la calidad del producto. A nivel académico y empresarial, existen varias iniciativas para articular la gestión del conocimiento a las pruebas de software, teniendo como problemática común, la falta de reutilización del conocimiento que se deriva en múltiples factores, como: las barreras para compartir el conocimiento, la alta rotación de personal, modelos de gestión de conocimiento con enfoque corporativo y compleja implementación entre otros. En consecuencia, se propone un modelo de implementación para gestionar el conocimiento en los proyectos de pruebas de software, desarrollado por seis procesos: definición de objetivos, identificación, incorporación, preservación, distribución y utilización, basado en artefactos con el propósito de mejorar las pruebas de software. Abstract The purpose of knowledge management is harnessing knowledge to generate value at the organizational level, supported in processes, tools, and activities to achieve the purpose. In this context, testing is a relevant process which contributes greatly to the assurance of product quality. To academic and business levels, there are several initiatives to link knowledge management to software testing, having as a common issue the lack of reuse of knowledge that results in multiple factors e.g. knowledge sharing barriers, high rotation of personnel, knowledge management models with corporate focus and complex implementation, among others. Therefore, an implementation model is proposed to manage knowledge in software testing projects developed by six processes: Definition of objectives, Identification, incorporation, preservation, distribution, and use based on artifacts for the purpose of improving the software tests.",238252336,0,15,,
10.4018/978-1-4666-7230-7.ch043,Managing Knowledge in Open Source Software Test Process,"Tamer Abdou, Peter Grogono, Pankaj Kamthan",IGI Global eBooks,2015,"The increasing adoption and use of Open Source Software (OSS) motivates study of its development. This chapter explores the state-of-the art in OSS development processes, in general, and OSS testing processes, in particular. A conceptual model for software Testing Knowledge Management (TKM) that aims to provide an understanding of the testing domain is introduced. The TKM model is informed by earlier studies and guided by international testing standards. Moreover, the TKM model is equipped with different forms of knowledge, reusable across software projects. Using the TKM model as an integrative conceptual model enables understanding of how knowledge life cycle stages are mapped onto the test process of OSS, what type of knowledge is created at each stage, and how knowledge is converted from one stage to another. The chapter is supported by representative examples of OSS that are mature and currently in widespread use.",99381771,5,28,,
10.4018/978-1-7998-2531-9.ch011,Investigating Software Testing Practices in Software Development Organizations: Sri Lankan Experience,Shanmuganathan Vasanthapriyan,Advances in computer and electrical engineering book series,2020,(missing abstract),172164701,0,24,,
10.18178/ijke,International Journal of Knowledge Engineering,Publisher Bioinfo Publications,(missing journal),2013,"The International Journal of Knowledge Engineering, ISSN: 0976–5816 & E-ISSN: 0976–5824, aims to publish all the latest and outstanding research articles, reviews and letters in all areas of Knowledge Engineering.",118237646,2,25,,
10.1145/3701625.3701652,Updating a Systematic Literature Review on Knowledge Management Diagnostics in Software Development Organizations,"Daniela dos Santos Alves, Deivid José Smek, Érica Ferreira de Souza, K. Felizardo, N. L. Vijaykumar",Proceedings of the XXIII Brazilian Symposium on Software Quality,2024,"Context: In the rapidly evolving software development landscape, organizations face the constant challenge to work with the generated knowledge. Knowledge Management (KM) can be applied to efficiently manage the knowledge in software development organizations and ensure the product quality. However, although there are several KM approaches, carrying out a KM diagnosis in the organizations can identify which knowledge activities present the best cost-benefit for the organization. There are several KM approaches suggested in the literature. But it is quite relevant to carry out a KM diagnosis in the organizations to clearly identify which knowledge activities can present the best cost-benefit aspect within the organizations. A Systematic Literature Review (SLR) was published in 2018, presenting evidence on KM diagnosis in software development organizations. From an assessment of this SLR and the current state of this research topic, we noticed that the 2018’ SLR needed maintenance with an update. Objective: This study aims to update and extend the results produced in this previous SLR. Method: We conducted the 2018 SLR update, considering a new database, backward and forward snowballing, and more analyses of the extracted data. Results: From the SLR update, 16 new studies on KM diagnoses in Software Engineering context were identified. Conclusion: In Software Engineering, consolidated models continue lacking for applying KM diagnostics. Moreover, computational approaches to provide automated support in the diagnosis application and analysis are not quite well explored.",282731425,0,45,,
