Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
003-610-777-844-905,An Integrated Model for Effective Knowledge Management in Chinese Organizations.,2013-07-19,2013,journal article,Program,00330337,Emerald,United Kingdom,Xiaomi An; Hepu Deng; Yiwen Wang; Lemen Chao,"– The purpose of this paper is to provide organizations in the Chinese cultural context with a conceptual model for an integrated adoption of existing knowledge management (KM) methods and to improve the effectiveness of their KM activities., – A comparative analysis is conducted between China and the western world based on a comprehensive document analysis from key databases available. In total, four critical dimensions, which are identified through the review of the related literature including observation, methodology, systems and applications, are used in the analysis for addressing the questions of why, what, how, and where in KM., – The paper rationalizes the need for this study in conformity with the emerging trend of an integrated use of diverse KM methods and approaches for effective KM in organizations. Further, a reference model for the integrated adoption of existing KM methods is developed with respect to the characteristics of the Chinese culture for improving the effectiveness of KM activities in the organizations. Such a model can adequately address the questions of why, what, how, and where in KM in Chinese organizations to the best of Chinese collective interest, which provides more comprehensive and unified KM views, activities, processes and technologies for collaborative innovation in Chinese organizations., – This paper is the first of its kind to systematically review existing KM methods and approaches with respect to the perspectives of observations, methodologies, systems and applications for effective KM in Chinese organizations.",47,3,320,336,Conceptual model; Conformity; Business; Reference model; Content analysis; China; Chinese culture; Document analysis; Knowledge management; Collectivism,,,,,https://www.emerald.com/insight/content/doi/10.1108/PROG-07-2012-0044/full/html https://www.researchgate.net/profile/Xiaomi_An/publication/263157309_An_integrated_model_for_effective_knowledge_management_in_Chinese_organizations/links/554e8e3708ae739bdb8f2535.pdf https://eric.ed.gov/?id=EJ1014241 https://dblp.uni-trier.de/db/journals/program/program47.html#AnDWC13 http://www.emeraldinsight.com/doi/pdf/10.1108/PROG-07-2012-0044 https://www.emerald.com/insight/content/doi/10.1108/PROG-07-2012-0044/full/pdf?title=an-integrated-model-for-effective-knowledge-management-in-chinese-organizations,http://dx.doi.org/10.1108/prog-07-2012-0044,,10.1108/prog-07-2012-0044,2137503942,,0,003-017-410-673-17X; 003-123-397-010-687; 004-902-732-543-261; 006-583-921-115-343; 007-458-986-066-830; 012-704-785-440-509; 014-724-648-878-820; 016-656-479-803-270; 017-651-561-550-130; 019-658-209-137-261; 020-362-583-468-127; 029-727-980-782-714; 030-505-873-027-918; 031-758-217-058-275; 032-071-077-385-914; 032-299-174-558-398; 039-662-198-375-80X; 043-461-363-078-790; 044-808-836-668-683; 045-811-467-250-858; 046-845-694-640-460; 047-497-287-038-913; 047-611-746-946-336; 048-065-423-874-658; 048-172-588-133-202; 048-927-596-692-955; 050-405-450-488-904; 050-980-777-594-339; 051-975-164-698-08X; 057-525-860-892-476; 058-743-852-563-869; 060-835-415-620-108; 061-462-483-623-455; 062-746-430-789-559; 063-679-850-785-756; 065-929-351-429-281; 067-804-347-669-454; 071-370-492-870-153; 081-308-491-171-700; 085-731-472-034-034; 086-287-549-288-533; 087-608-916-926-463; 093-388-674-389-76X; 097-314-790-942-845; 098-826-403-991-520; 099-064-371-636-791; 100-013-904-219-370; 104-611-501-232-576; 109-614-545-650-425; 120-972-998-024-193; 134-570-827-421-449; 134-927-737-160-694; 138-045-683-285-897; 144-142-402-029-275; 144-193-858-906-985; 146-362-757-914-73X; 147-724-863-924-60X; 167-087-069-616-710; 175-602-270-496-697,13,false,,
018-831-522-240-433,IPCCC - A knowledge management approach for testing open source software systems,,2014,conference proceedings article,2014 IEEE 33rd International Performance Computing and Communications Conference (IPCCC),,IEEE,,Tamer Abdou; Pankaj Kamthan,"The development of open source software (OSS), and their deployment by general public as well as by different types of organizations, has increased manifold over the past decade or so. In spite of the ubiquity of OSS, the quality of many OSS remains questionable. Testing provides a curative approach for OSS quality assurance, and a comprehensive approach to testing is a knowledge-intensive endeavor. The management of knowledge in the OSS test process forms a perpetual cycle of creation, dissemination, and acquisition of test knowledge.",,,1,2,System integration testing; Software quality; Software construction; Software quality analyst; Test strategy; Computer science; Software development; Knowledge management; Test Management Approach; Software peer review,,,,,https://ieeexplore.ieee.org/document/7017022/ https://dblp.uni-trier.de/db/conf/ipccc/ipccc2014.html#AbdouK14,http://dx.doi.org/10.1109/pccc.2014.7017022,,10.1109/pccc.2014.7017022,2050097946,,0,003-123-397-010-687; 043-502-548-921-412; 056-070-265-584-984; 062-160-527-145-874; 062-797-852-939-289; 068-201-771-716-372; 107-979-257-176-22X,2,false,,
018-984-754-702-489,A model of managing knowledge for software maintenance as a service (SMaaS) in a private cloud computing environment,,2013,,,,,,Rusli Abdullah; Naghmeh Mahmoodian,"Software Maintenance (SM) community of practice (CoP) is including the system maintainer as a service provider and the users as its service recipient. Based on this scenario, they are working together or work collaboratively in order to optimize the capabilities of the software, which we called it as SM as a service (SMaaS) process. In this context, The CoP can make use knowledge management system (KMS) as a tool in managing the SM knowledge as a best practice and lesson learnt. SM is the process of identifying and delivering the software as a product based on service level agreement (SLA) that has been made between service provider and the users. The paper will discuss the model on how the SM is offering its service of processes through knowledge life cycle which starting from knowledge acquisition, knowledge storing, knowledge dissemination, and knowledge application in order to avoid any shortcoming fault or failure especially during the software development (SD) in a private cloud computing environment. Therefore, by using the KMS model in managing knowledge of SM, CoP can utilize the SM knowledge in the KMS and it will reduces the mistake or errors, so that they can also maintain a good service besides in enhancing the return of investment (ROI) as well as the quality of software to the particular users.",,,,,Software maintenance; Service provider; Engineering; Software as a service; Service level requirement; Service-level agreement; Service (systems architecture); Software development; Knowledge management; Data as a service,,,,,http://www.wseas.us/e-library/conferences/2013/CambridgeUK/AISE/AISE-33.pdf http://psasir.upm.edu.my/id/eprint/41331/,http://psasir.upm.edu.my/id/eprint/41331/,,,1949656577,,0,003-123-397-010-687; 003-292-970-342-797; 011-220-479-362-058; 022-996-636-165-697; 034-407-798-916-892; 051-164-094-807-279; 116-414-531-010-168; 146-021-301-381-319; 179-397-843-259-628; 181-388-698-910-337,0,false,,
024-843-062-294-216,A model of knowledge management system in managing knowledge of software testing environment,,2011,conference proceedings article,2011 Malaysian Conference in Software Engineering,,IEEE,,Rusli Abdullah; Zeti Darleena Eri; Amir Mohamed Talib,"Software testing is the process on how to identify and deliver the software as a product based on the specification that has been given and required by the users. In order to ensure that the product is working based on the user specification, there are many people who are working together for that purposes as a community of practice (CoP). The CoP in software testing environment is including the system designer, programmer, and system tester as well as the user by himself. Based on this scenario of working together or collaboratively in order to avoid a lot of mistake or errors and causes the software failure, which may be found during the processes of software testing process, so that there is a need for CoP to have a tool called knowledge management system (KMS) in managing the knowledge of best practice and lesson learnt. The paper will discuss the concept on how the KMS is offering of its processes through knowledge life cycle which starting from knowledge acquisition, knowledge storing, knowledge dissemination, and knowledge application. Therefore, by using the model of KMS in managing knowledge of software testing, CoP can utilize the knowledge in KMS and it will reduces the mistake or errors, so that they can delivered a good product besides to enhance the quality of software of the particular users.",,,229,233,Software mining; System integration testing; Software construction; Personal knowledge management; Software quality analyst; Domain knowledge; Computer science; Software quality management; Software development; Knowledge management,,,,,http://ieeexplore.ieee.org/document/6140675/ http://yadda.icm.edu.pl/yadda/element/bwmeta1.element.ieee-000006140675 https://ieeexplore.ieee.org/document/6140675/ http://psasir.upm.edu.my/id/eprint/69605/ https://core.ac.uk/download/219504717.pdf,http://dx.doi.org/10.1109/mysec.2011.6140675,,10.1109/mysec.2011.6140675,2027619107,,0,003-123-397-010-687; 005-533-220-320-772; 034-407-798-916-892; 042-387-387-370-930; 050-405-450-488-904; 051-164-094-807-279; 104-414-375-681-764; 116-414-531-010-168; 146-021-301-381-319; 168-859-731-411-634; 176-468-723-018-658; 179-397-843-259-628; 181-388-698-910-337,13,true,,green
026-989-326-466-160,EUROMICRO-SEAA - Using the Findings of a Mapping Study to Conduct a Research Project: A Case in Knowledge Management in Software Testing,,2015,conference proceedings article,2015 41st Euromicro Conference on Software Engineering and Advanced Applications,,IEEE,,Érica Ferreira de Souza; Ricardo de Almeida Falbo; Nandamudi Lankalapalli Vijaykumar,"A mapping study provides a broad overview of a research area in order to determine whether there is research evidence on a particular topic. Results of a systematic mapping may identify suitable areas for performing future research. In this paper, we discuss our experience in using the findings of a mapping study on Knowledge Management (KM) in Software Testing for performing a real research project, which also applied other empirical approaches. The main goals of this paper are: (i) to reinforce the importance of a systematic mapping in the conduction of a research project by discussing a real case of such application, and (ii) to present the results of our survey on the most important aspects of KM when applied to software testing.",,,208,215,Software mining; Software quality; Software verification and validation; Software construction; Test strategy; Software project management; Computer science; Software development; Knowledge management; Software peer review,,,,,https://ieeexplore.ieee.org/document/7302453/ http://dx.doi.org/10.1109/SEAA.2015.10 https://dx.doi.org/10.1109/SEAA.2015.10 https://dblp.uni-trier.de/db/conf/euromicro/euromicro2015.html#SouzaFV15 http://ieeexplore.ieee.org/document/7302453/,http://dx.doi.org/10.1109/seaa.2015.10,,10.1109/seaa.2015.10,1926198296,,0,001-692-356-882-507; 003-123-397-010-687; 005-842-894-870-067; 007-539-105-978-229; 009-731-252-343-20X; 010-299-168-451-588; 023-450-318-080-139; 031-307-112-855-507; 034-702-120-144-00X; 043-894-684-983-680; 051-507-885-924-414; 052-084-111-072-267; 059-266-872-898-524; 066-182-849-741-970; 066-927-171-766-907; 072-416-678-279-158; 079-940-699-403-598; 088-647-541-004-419; 091-330-529-009-21X; 091-909-397-321-764; 101-176-260-587-612; 107-320-330-102-02X; 107-481-039-715-258; 121-476-627-613-953; 122-445-928-318-805; 125-560-999-676-098; 138-995-280-154-71X; 147-640-789-885-64X; 160-414-405-452-526; 160-499-687-741-101; 171-112-568-207-74X; 179-397-843-259-628,5,false,,
031-307-112-855-507,Knowledge management initiatives in software testing: A mapping study,,2015,journal article,Information and Software Technology,09505849,Elsevier BV,Netherlands,Érica Ferreira de Souza; Ricardo de Almeida Falbo; Nandamudi Lankalapalli Vijaykumar,,57,57,378,391,Engineering; Test case; Descriptive knowledge; Set (abstract data type); Point (typography); Reuse; Test (assessment); Context (language use); Process (engineering); Knowledge management,Software Testing; Knowledge Management; Mapping Study,,,FAPESP; FAPES; CNPq,https://www.sciencedirect.com/science/article/abs/pii/S0950584914001335 http://www.sciencedirect.com/science/article/pii/S0950584914001335 http://dblp.uni-trier.de/db/journals/infsof/infsof57.html#SouzaFV15 https://dblp.uni-trier.de/db/journals/infsof/infsof57.html#SouzaFV15 https://dx.doi.org/10.1016/j.infsof.2014.05.016 https://dialnet.unirioja.es/servlet/articulo?codigo=6000829 https://www.bv.fapesp.br/pt/publicacao/103011/knowledge-management-initiatives-in-software-testing-a-mappi/,http://dx.doi.org/10.1016/j.infsof.2014.05.016,,10.1016/j.infsof.2014.05.016,2025566381,,0,001-692-356-882-507; 001-694-438-343-725; 002-500-811-705-914; 003-123-397-010-687; 003-660-821-921-003; 005-842-894-870-067; 007-539-105-978-229; 008-176-229-506-49X; 008-848-471-593-930; 009-731-252-343-20X; 010-299-168-451-588; 012-550-858-473-020; 020-294-246-239-137; 023-450-318-080-139; 024-843-062-294-216; 029-755-208-510-500; 029-869-359-376-500; 031-056-855-501-837; 034-702-120-144-00X; 043-894-684-983-680; 046-962-497-167-283; 049-442-971-106-059; 050-405-450-488-904; 061-655-743-310-203; 061-879-798-977-34X; 062-437-003-740-145; 064-647-197-240-744; 066-182-849-741-970; 066-927-171-766-907; 068-889-807-099-686; 072-416-678-279-158; 079-449-908-204-473; 079-940-699-403-598; 083-192-640-703-303; 097-599-490-720-863; 101-025-186-648-625; 101-176-260-587-612; 121-476-627-613-953; 122-445-928-318-805; 125-560-999-676-098; 132-299-234-444-321; 138-995-280-154-71X; 145-413-294-328-582; 160-414-405-452-526; 160-499-687-741-101; 164-372-838-998-420; 171-112-568-207-74X; 178-031-700-506-422; 179-397-843-259-628; 181-388-698-910-337; 182-099-857-852-054; 188-270-934-006-923; 191-265-689-837-601,48,false,,
032-709-804-608-046,A systematic literature review on semantic web enabled software testing,,2020,journal article,Journal of Systems and Software,01641212,Elsevier BV,Netherlands,Mahboubeh Dadkhah; Saeed Araban; Samad Paydar,,162,,110485,,Software verification and validation; Ontology (information science); Systematic review; Semantic Web; Data science; Ontology; Quality (business); Software testing; Computer science; Process (engineering); Knowledge engineering,,,,,https://dblp.uni-trier.de/db/journals/jss/jss162.html#DadkhahAP20 https://www.sciencedirect.com/science/article/abs/pii/S0164121219302596 https://doi.org/10.1016/j.jss.2019.110485 https://profdoc.um.ac.ir/paper-abstract-1077165.html,http://dx.doi.org/10.1016/j.jss.2019.110485,,10.1016/j.jss.2019.110485,2989809658,,0,001-138-715-365-184; 002-117-483-089-70X; 002-509-285-483-696; 002-527-935-221-014; 002-952-706-034-618; 003-123-397-010-687; 003-546-126-263-468; 004-442-518-158-835; 005-577-233-995-343; 005-842-894-870-067; 006-682-487-245-797; 006-900-094-796-355; 008-797-187-615-12X; 009-243-156-310-843; 010-319-644-874-166; 011-549-841-786-982; 011-827-151-397-696; 012-444-914-148-072; 012-465-699-317-357; 013-553-735-531-50X; 014-383-059-141-342; 014-940-199-138-996; 015-430-433-273-413; 017-592-684-365-042; 018-046-169-901-558; 018-609-860-750-13X; 018-632-959-987-597; 019-387-003-305-336; 020-215-818-217-171; 021-732-875-432-988; 021-732-934-382-504; 022-080-373-991-777; 023-450-318-080-139; 023-614-187-744-131; 024-131-592-823-482; 024-913-042-809-404; 026-787-086-442-120; 028-773-349-555-334; 030-136-936-524-671; 030-336-610-018-011; 031-001-189-394-743; 031-307-112-855-507; 031-859-221-530-600; 032-578-722-766-537; 032-904-167-893-385; 033-851-366-282-827; 034-702-120-144-00X; 034-874-736-533-944; 035-894-038-903-623; 036-298-491-331-008; 039-062-416-589-058; 039-984-921-771-329; 040-736-307-019-439; 044-358-516-453-450; 045-085-941-898-851; 048-016-088-302-482; 048-222-011-774-526; 048-966-586-891-135; 050-058-251-115-853; 050-126-031-522-328; 052-084-111-072-267; 052-669-702-226-196; 053-660-107-893-862; 057-519-267-036-774; 058-313-783-095-271; 058-573-036-382-606; 059-546-786-012-236; 060-587-291-443-153; 061-550-764-527-478; 061-741-915-172-232; 062-598-474-663-104; 062-976-549-586-277; 064-956-822-540-259; 065-321-425-079-865; 066-017-624-730-868; 067-299-788-373-830; 068-250-067-733-401; 068-759-824-999-533; 069-462-879-029-971; 069-969-331-457-455; 072-340-374-829-378; 072-372-877-601-718; 073-798-435-800-730; 076-361-883-071-495; 076-410-383-987-438; 077-360-118-238-878; 077-998-667-622-947; 078-397-874-180-427; 079-542-265-226-076; 081-157-190-402-864; 085-279-052-222-778; 085-303-626-913-867; 085-753-444-087-507; 088-025-277-066-154; 088-874-110-250-714; 089-373-543-566-272; 089-528-613-182-48X; 091-909-397-321-764; 094-316-918-794-416; 094-700-827-561-47X; 095-100-945-130-766; 095-112-551-361-21X; 095-227-139-053-020; 095-519-068-700-79X; 097-056-786-540-094; 097-959-150-069-257; 104-627-093-008-423; 104-830-607-991-79X; 107-971-395-667-880; 113-494-636-177-208; 115-786-576-040-548; 117-138-334-202-046; 120-206-950-518-343; 122-445-928-318-805; 124-218-269-296-587; 124-441-304-078-625; 128-924-403-486-650; 128-976-006-412-740; 129-352-519-089-003; 135-829-768-361-410; 145-259-740-422-083; 150-934-943-316-819; 160-499-687-741-101; 160-765-368-470-489; 161-724-714-910-041; 170-078-604-172-212; 172-753-446-541-64X; 174-393-426-330-673; 175-292-937-751-158; 180-051-665-720-107; 181-072-396-769-365; 181-846-740-462-976; 190-390-050-416-239; 191-119-741-751-122; 194-193-802-341-923; 194-565-891-161-40X; 199-315-486-905-516,32,false,,
043-048-638-225-878,Tacit Knowledge in Software Testing: A Systematic Review,,2019,conference proceedings article,2019 6th International Conference on Research and Innovation in Information Systems (ICRIIS),,IEEE,,Hariaty Mohd Idrus; Nor'ashikin Ali,"This paper presents a systematic review of tacit knowledge in software testing. The main objectives of conducting this systematic review is to identify and synthesize issues and challenges regarding tacit knowledge in software testing, its influential factors that affect the tacit knowledge creation, sharing, use and transfer among software testers, its impacts on software testing, and the research methods being undertaken by the selected reviewed studies. Systematic Literature Review (SLR) is used for reviewing 14 primary studies that focus specifically on tacit knowledge in software testing. This paper provides significant evidences on the importance of tacit knowledge in software testing that will direct further directions for knowledge management (KM) and software testing practitioners and researchers.",,,9073275,6,Systematic review; Software; Tacit knowledge; Software testing; Computer science; Knowledge management; Knowledge engineering,,,,,http://xplorestaging.ieee.org/ielx7/9057351/9073268/09073275.pdf?arnumber=9073275 https://pure.uniten.edu.my/en/publications/tacit-knowledge-in-software-testing-a-systematic-review http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=9073275,http://dx.doi.org/10.1109/icriis48246.2019.9073275,,10.1109/icriis48246.2019.9073275,3018124543,,0,001-230-768-560-41X; 003-123-397-010-687; 007-539-105-978-229; 010-363-851-290-401; 010-783-826-302-782; 011-898-734-571-527; 017-483-796-643-42X; 027-719-185-630-567; 032-192-271-429-037; 032-639-727-278-651; 036-957-181-719-070; 043-945-314-457-39X; 052-028-885-031-323; 062-160-527-145-874; 062-510-573-122-320; 068-971-635-680-96X; 072-340-374-829-378; 077-917-984-569-548; 085-303-626-913-867; 091-664-435-993-260; 098-826-295-161-377; 100-618-850-079-238; 109-212-248-613-917; 119-378-954-868-100; 120-652-544-549-072; 122-445-928-318-805; 122-568-280-759-412; 128-745-867-487-789; 142-124-403-442-529; 146-561-204-745-405; 146-733-853-034-281; 156-645-328-337-332; 163-266-433-083-876; 181-388-698-910-337,1,false,,
056-070-265-584-984,Managing Knowledge in Open Source Software Test Process,,2013,book chapter,Knowledge-Based Processes in Software Development,23273453; 23273461,IGI Global,,Tamer Abdou; Peter Grogono; Pankaj Kamthan,"<jats:p>The increasing adoption and use of Open Source Software (OSS) motivates study of its development. This chapter explores the state-of-the art in OSS development processes, in general, and OSS testing processes, in particular. A conceptual model for software Testing Knowledge Management (TKM) that aims to provide an understanding of the testing domain is introduced. The TKM model is informed by earlier studies and guided by international testing standards. Moreover, the TKM model is equipped with different forms of knowledge, reusable across software projects. Using the TKM model as an integrative conceptual model enables understanding of how knowledge life cycle stages are mapped onto the test process of OSS, what type of knowledge is created at each stage, and how knowledge is converted from one stage to another. The chapter is supported by representative examples of OSS that are mature and currently in widespread use.</jats:p>",,,135,149,Software engineering; Package development process; Software analytics; Social software engineering; Software construction; Backporting; Personal software process; Computer science; Software development; Software peer review,,,,,https://www.igi-global.com/chapter/managing-knowledge-in-open-source-software-test-process/84383,http://dx.doi.org/10.4018/978-1-4666-4229-4.ch009,,10.4018/978-1-4666-4229-4.ch009,101575415,,0,003-123-397-010-687; 008-097-842-307-08X; 008-590-096-667-567; 024-612-474-682-057; 024-843-062-294-216; 028-522-299-085-867; 028-581-425-232-099; 038-900-956-048-707; 043-502-548-921-412; 066-260-254-459-029; 068-201-771-716-372; 071-518-195-536-659; 089-243-068-143-346; 089-430-823-606-45X; 091-466-227-184-98X; 100-035-912-157-269; 101-789-478-176-260; 106-835-135-711-926; 115-124-251-758-41X; 121-872-444-508-370; 124-233-724-972-213; 137-111-720-014-292; 140-305-400-983-397; 147-724-863-924-60X; 165-503-469-324-749; 181-388-698-910-337; 183-781-916-184-630,2,false,,
057-663-226-592-447,Managing Knowledge in Open Source Software Test Process,,2015,book chapter,Open Source Technology,,IGI Global,,Tamer Abdou; Peter Grogono; Pankaj Kamthan,"<jats:p>The increasing adoption and use of Open Source Software (OSS) motivates study of its development. This chapter explores the state-of-the art in OSS development processes, in general, and OSS testing processes, in particular. A conceptual model for software Testing Knowledge Management (TKM) that aims to provide an understanding of the testing domain is introduced. The TKM model is informed by earlier studies and guided by international testing standards. Moreover, the TKM model is equipped with different forms of knowledge, reusable across software projects. Using the TKM model as an integrative conceptual model enables understanding of how knowledge life cycle stages are mapped onto the test process of OSS, what type of knowledge is created at each stage, and how knowledge is converted from one stage to another. The chapter is supported by representative examples of OSS that are mature and currently in widespread use.</jats:p>",,,918,932,Conceptual model; Process (computing); Knowledge management; Software engineering; Software development process; Computer science; Software development; Process management; Engineering; Software; Programming language; Database,,,,,,http://dx.doi.org/10.4018/978-1-4666-7230-7.ch043,,10.4018/978-1-4666-7230-7.ch043,,,0,003-123-397-010-687; 008-097-842-307-08X; 008-590-096-667-567; 024-843-062-294-216; 028-522-299-085-867; 028-581-425-232-099; 038-900-956-048-707; 043-502-548-921-412; 066-260-254-459-029; 068-201-771-716-372; 071-518-195-536-659; 089-243-068-143-346; 089-430-823-606-45X; 091-466-227-184-98X; 100-035-912-157-269; 106-835-135-711-926; 115-124-251-758-41X; 121-872-444-508-370; 124-233-724-972-213; 137-111-720-014-292; 140-305-400-983-397; 147-724-863-924-60X; 181-388-698-910-337,0,false,,
