id,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W2025566381,Érica Ferreira de Souza|Ricardo de Almeida Falbo|Nandamudi L. Vijaykumar,https://openalex.org/A5050603863|https://openalex.org/A5017900692|https://openalex.org/A5042368174,https://orcid.org/0000-0002-5425-145X||https://orcid.org/0000-0002-9025-0841,BR|BR|BR,National Institute for Space Research|Universidade Federal do Espírito Santo|National Institute for Space Research,https://openalex.org/I80849659|https://openalex.org/I51235708|https://openalex.org/I80849659,True|False|False,,56,https://openalex.org/I80849659,Knowledge management initiatives in software testing: A mapping study,https://doi.org/10.1016/j.infsof.2014.05.016,Fundação de Amparo à Pesquisa do Estado de São Paulo|Conselho Nacional de Desenvolvimento Científico e Tecnológico|Fundação de Amparo à Pesquisa e Inovação do Espírito Santo,6.45556454,False,en,False,closed,Information and Software Technology,https://openalex.org/S205010575,0950-5849,journal,Software Engineering Research,2014-06-02,2014,article
https://openalex.org/W2989809658,Mahboubeh Dadkhah|Saeed Araban|Samad Paydar,https://openalex.org/A5072142047|https://openalex.org/A5015617590|https://openalex.org/A5035305656,https://orcid.org/0000-0002-0436-8369|https://orcid.org/0000-0002-8205-1631|https://orcid.org/0000-0002-3370-2151,IR|IR|IR,Ferdowsi University of Mashhad|Ferdowsi University of Mashhad|Ferdowsi University of Mashhad,https://openalex.org/I86958956|https://openalex.org/I86958956|https://openalex.org/I86958956,False|True|False,,40,https://openalex.org/I86958956,A systematic literature review on semantic web enabled software testing,https://doi.org/10.1016/j.jss.2019.110485,,7.3660999,False,en,False,closed,Journal of Systems and Software,https://openalex.org/S37879656,0164-1212,journal,Software Testing and Debugging Techniques,2019-11-26,2019,article
https://openalex.org/W2027619107,Rusli Abdullah|Zeti Darleena Eri|Amir Mohamed Talib,https://openalex.org/A5070358977|https://openalex.org/A5025052244|https://openalex.org/A5014676842,https://orcid.org/0000-0002-3044-2614||https://orcid.org/0000-0002-1060-6642,MY||MY,Universiti Putra Malaysia||Universiti Putra Malaysia,https://openalex.org/I130343225||https://openalex.org/I130343225,True|False|False,,13,https://openalex.org/I130343225,A model of knowledge management system in managing knowledge of software testing environment,https://doi.org/10.1109/mysec.2011.6140675,,4.48491898,False,en,False,closed,,,,,Software Engineering Techniques and Practices,2011-12-01,2011,article
https://openalex.org/W2137503942,Xiaomi An|Hepu Deng|Yiwen Wang|Lemen Chao,https://openalex.org/A5100841972|https://openalex.org/A5052599376|https://openalex.org/A5100383455|https://openalex.org/A5020271627,|https://orcid.org/0000-0003-1215-1650|https://orcid.org/0000-0003-2069-6685|,CN|AU||CN,Renmin University of China|RMIT University||Renmin University of China,https://openalex.org/I78988378|https://openalex.org/I82951845||https://openalex.org/I78988378,True|False|False|False,,13,https://openalex.org/I78988378,An integrated model for effective knowledge management in Chinese organizations,https://doi.org/10.1108/prog-07-2012-0044,,2.52132908,False,en,False,closed,Program electronic library and information systems,https://openalex.org/S152623109,0033-0337,journal,Knowledge Management and Sharing,2013-07-19,2013,article
https://openalex.org/W1926198296,Érica Ferreira de Souza|Ricardo A. Falbo|Nandamudi L. Vijaykumar,https://openalex.org/A5050603863|https://openalex.org/A5065185771|https://openalex.org/A5042368174,https://orcid.org/0000-0002-5425-145X||https://orcid.org/0000-0002-9025-0841,BR|BR|BR,Universidade Tecnológica Federal do Paraná|Universidade Federal do Espírito Santo|National Institute for Space Research,https://openalex.org/I1283613182|https://openalex.org/I51235708|https://openalex.org/I80849659,True|False|False,,5,https://openalex.org/I1283613182,Using the Findings of a Mapping Study to Conduct a Research Project: A Case in Knowledge Management in Software Testing,https://doi.org/10.1109/seaa.2015.10,,1.46701143,False,en,False,closed,,,,,Scientific Computing and Data Management,2015-08-01,2015,article
https://openalex.org/W3018124543,Hariaty Mohd Idrus|Nor’ashikin Ali,https://openalex.org/A5030244117|https://openalex.org/A5046612999,|,MY|MY,Universiti Tenaga Nasional|Universiti Tenaga Nasional,https://openalex.org/I79156528|https://openalex.org/I79156528,True|False,,3,https://openalex.org/I79156528,Tacit Knowledge in Software Testing: A Systematic Review,https://doi.org/10.1109/icriis48246.2019.9073275,,0.0,False,en,False,closed,,,,,Software Engineering Techniques and Practices,2019-12-01,2019,review
https://openalex.org/W163671817,Rusli Abdullah,https://openalex.org/A5070358977,https://orcid.org/0000-0002-3044-2614,MY,Universiti Putra Malaysia,https://openalex.org/I130343225,True,,2,https://openalex.org/I130343225,Towards developing software testing as a service (staas) model in cloud computing: a case of collaborative knowledge management system,,,1.52103933,False,en,False,closed,Universiti Putra Malaysia Institutional Repository (Universiti Putra Malaysia),https://openalex.org/S4377196260,,repository,Software Engineering Techniques and Practices,2012-02-22,2012,article
https://openalex.org/W3133982518,Érica Ferreira de Souza|Ricardo de Almeida Falbo|Marcos S. Specimille|Alexandre G. N. Coelho|Nandamudi L. Vijaykumar|Katia Romero Felizardo|Giovani Volnei Meinerz,https://openalex.org/A5050603863|https://openalex.org/A5017900692|https://openalex.org/A5043084128|https://openalex.org/A5044519502|https://openalex.org/A5042368174|https://openalex.org/A5043877845|https://openalex.org/A5045644562,https://orcid.org/0000-0002-5425-145X||||https://orcid.org/0000-0002-9025-0841|https://orcid.org/0000-0001-9080-4165|https://orcid.org/0000-0003-0915-3436,BR|BR|BR|BR|BR|BR|BR,Universidade Tecnológica Federal do Paraná|Universidade Federal do Espírito Santo|Universidade Federal do Espírito Santo|Universidade Federal do Espírito Santo|Universidade Federal de São Paulo|National Institute for Space Research|Universidade Tecnológica Federal do Paraná|Universidade Tecnológica Federal do Paraná,https://openalex.org/I1283613182|https://openalex.org/I51235708|https://openalex.org/I51235708|https://openalex.org/I51235708|https://openalex.org/I88273585|https://openalex.org/I80849659|https://openalex.org/I1283613182|https://openalex.org/I1283613182,True|False|False|False|False|False|False,,3,https://openalex.org/I1283613182,Experience Report on Developing an Ontology-based Approach for Knowledge Management in Software Testing,https://doi.org/10.1145/3439961.3439993,,0.33906488,False,en,False,closed,,,,,Software System Performance and Reliability,2020-12-01,2020,article
https://openalex.org/W101575415,Tamer Abdou|Peter Grogono|Pankaj Kamthan,https://openalex.org/A5001819352|https://openalex.org/A5011976148|https://openalex.org/A5016348281,https://orcid.org/0000-0003-3556-9662||https://orcid.org/0000-0003-2907-2529,CA|CA|CA,Concordia University|Concordia University|Concordia University,https://openalex.org/I60158472|https://openalex.org/I60158472|https://openalex.org/I60158472,True|False|False,,2,https://openalex.org/I60158472,Managing Knowledge in Open Source Software Test Process,https://doi.org/10.4018/978-1-4666-4229-4.ch009,,0.7360913,False,en,False,closed,"Advances in systems analysis, software engineering, and high performance computing book series",https://openalex.org/S4210169894,2327-3453,book series,Open Source Software Innovations,2013-01-01,2013,book-chapter
https://openalex.org/W1517111131,Luz A. Perona Ossaba|Juan E. Velásquez Isaza,https://openalex.org/A5098010875|https://openalex.org/A5109041449,|,US|US,St. Bonaventure University|St. Bonaventure University,https://openalex.org/I117309725|https://openalex.org/I117309725,True|False,cc-by-nc-nd,1,https://openalex.org/I117309725,Gestión de conocimiento: la solución para disminuir el reproceso en las pruebas de software,https://doi.org/10.21500/20275846.274,,0.0,False,es,True,diamond,Ingenierías USBmed,https://openalex.org/S2736654651,2027-5846,journal,Software Engineering Research,2012-12-21,2012,article
https://openalex.org/W2050097946,Tamer Abdou|Pankaj Kamthan,https://openalex.org/A5001819352|https://openalex.org/A5016348281,https://orcid.org/0000-0003-3556-9662|https://orcid.org/0000-0003-2907-2529,EG|CA,Suez Canal University|Concordia University,https://openalex.org/I114794399|https://openalex.org/I60158472,True|False,,1,https://openalex.org/I114794399,A knowledge management approach for testing open source software systems,https://doi.org/10.1109/pccc.2014.7017022,,0.0,False,en,False,closed,,,,,Open Source Software Innovations,2014-12-01,2014,article
https://openalex.org/W2990644706,Eugene Burov|Khrystyna Mykich|Oleh Veres|Vasyl Lytvyn,https://openalex.org/A5112485591|https://openalex.org/A5062379349|https://openalex.org/A5004310401|https://openalex.org/A5030571810,|https://orcid.org/0000-0002-4324-2080|https://orcid.org/0000-0001-9149-4752|https://orcid.org/0000-0002-9676-0180,|||,,,True|False|False|False,,1,,Situation identification system in the software testing,https://doi.org/10.23939/sisn2019.02.030,,0.35076666,False,it,True,bronze,Vìsnik Nacìonalʹnogo unìversitetu Lʹvìvsʹka polìtehnìka Serìâ Ìnformacìjnì sistemi ta merežì,https://openalex.org/S4210169444,2524-065X,journal,Software Testing and Debugging Techniques,2019-11-11,2019,article
https://openalex.org/W3207211562,Érica Ferreira de Souza|Ricardo de Almeida Falbo|Nandamudi L. Vijaykumar|Katia Romero Felizardo|Giovani Volnei Meinerz|Marcos S. Specimille|Alexandre G. N. Coelho,https://openalex.org/A5050603863|https://openalex.org/A5017900692|https://openalex.org/A5042368174|https://openalex.org/A5043877845|https://openalex.org/A5045644562|https://openalex.org/A5043084128|https://openalex.org/A5044519502,https://orcid.org/0000-0002-5425-145X||https://orcid.org/0000-0002-9025-0841|https://orcid.org/0000-0001-9080-4165|https://orcid.org/0000-0003-0915-3436||,BR|BR|BR|BR|BR|BR|BR,Universidade Tecnológica Federal do Paraná|Universidade Federal do Espírito Santo|National Institute for Space Research|Universidade Tecnológica Federal do Paraná|Universidade Tecnológica Federal do Paraná|Universidade Federal do Espírito Santo|Universidade Federal do Espírito Santo,https://openalex.org/I1283613182|https://openalex.org/I51235708|https://openalex.org/I80849659|https://openalex.org/I1283613182|https://openalex.org/I1283613182|https://openalex.org/I51235708|https://openalex.org/I51235708,True|False|False|False|False|False|False,cc-by,1,https://openalex.org/I1283613182,Development of an Ontology-based Approach for Knowledge Management in Software Testing,https://doi.org/10.5753/jserd.2021.1898,,0.29113014,False,en,True,diamond,Journal of Software Engineering Research and Development,https://openalex.org/S2490763971,2195-1721,journal,Software Engineering Research,2021-10-19,2021,article
https://openalex.org/W1949656577,Rusli Abdullah|Naghmeh Mahmoodian,https://openalex.org/A5070358977|https://openalex.org/A5042736567,https://orcid.org/0000-0002-3044-2614|https://orcid.org/0000-0003-4963-0495,MY|,Universiti Putra Malaysia|,https://openalex.org/I130343225|,True|False,,0,https://openalex.org/I130343225,A model of managing knowledge for software maintenance as a service (SMaaS) in a private cloud computing environment,,,0.0,False,en,False,closed,Universiti Putra Malaysia Institutional Repository (Universiti Putra Malaysia),https://openalex.org/S4377196260,,repository,Software Engineering Techniques and Practices,2013-01-01,2013,article
https://openalex.org/W3009894629,Shanmuganathan Vasanthapriyan,https://openalex.org/A5030826777,https://orcid.org/0000-0002-0597-0263,LK,Sabaragamuwa University of Sri Lanka,https://openalex.org/I908128300,True,,0,https://openalex.org/I908128300,Investigating Software Testing Practices in Software Development Organizations,https://doi.org/10.4018/978-1-7998-2531-9.ch011,,0.0,False,en,False,closed,Advances in computer and electrical engineering book series,https://openalex.org/S4210210208,2327-039X,book series,Software Engineering Research,2020-01-01,2020,book-chapter
