Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"S Vasanthapriyan","Investigating Software Testing Practices in Software Development Organizations: Sri Lankan Experience",2020,"Software Engineering for Agile Application …","igi-global.com","https://www.igi-global.com/chapter/investigating-software-testing-practices-in-software-development-organizations/250446","",21,"2026-01-15 11:37:43","","","","",,,,,0,0.00,0,1,6,"Software testing, which is a knowledge-intensive and collaborative activity, is a sub-area of software engineering. Software testing knowledge can be applied to different testing tasks …","","https://scholar.google.com/scholar?q=related:IFAtLmWm1GQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"J REZAEENOUR","The knowledge management Research studies in the age of cloud computing",2019,"","Technology of Education Journal","","",24,"2026-01-15 11:37:43","CITATION","","","",,,,,0,0.00,0,1,7,"","","https://scholar.google.com/scholar?q=related:FXeDemeKmm4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"رضایی نور جلال, عسگری محمدسعید","مطالعات تحقیقاتی مدیریت دانش در عصر پردازش ابری‎",,"2019‎","فناوری آموزش‎","","",25,"2026-01-15 11:37:43","CITATION","","","",,,,,0,0.00,0,2,,"","","https://scholar.google.com/scholar?q=related:F3S03c81omsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"І Парасюк, Н Єременко, Б Андрушків, І Козюра…","Рибчак ЗЛ Методи та засоби підтримки прийняття рішень формування та розвитку територіальних громад.–Кваліфікаційна наукова праця на правах …",,"old.lpnu.ua","","https://old.lpnu.ua/sites/default/files/dissertation/2019/11840/dys_rybchak_z.l.pdf","",26,"2026-01-15 11:37:43","PDF","","","",,,,,0,0.00,0,5,,"МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ Page 1 Page 2 2 АНОТАЦІЯ Рибчак ЗЛМетоди та засоби підтримки прийняття рішень формування та розвитку територіальних громад …","https://old.lpnu.ua/sites/default/files/dissertation/2019/11840/dys_rybchak_z.l.pdf","https://scholar.google.com/scholar?q=related:MY7mYglLVIEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"LA Perona Ossaba, JE Velásquez Isaza","Gestión de conocimiento: la solución para disminuir el reproceso en las pruebas de software",2012,"Ingenierías USBMed","metarevistas.org","https://www.metarevistas.org/Record/metarevistapublica_unisanbuenaventura_ingenieriasusbmed_57_article_274","",27,"2026-01-15 11:37:43","","","","",,,,,0,0.00,0,2,14,"La gestión de conocimiento se ha convertido en una clave fundamental en los procesos de la ingeniería de software, permitiendo mejorar y optimizar cada una de las actividades que …","","https://scholar.google.com/scholar?q=related:po3-DerTBKgJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"EF de Souza, NL Vijaykumar","Gestao de conhecimento aplicando na melhoria de processos de teste de software",,"mtc-m16c.sid.inpe.br","","http://mtc-m16c.sid.inpe.br/col/sid.inpe.br/mtc-m18/2011/10.18.10.08/doc/worcap2011_submission_30.pdf","",28,"2026-01-15 11:37:43","PDF","10.18.10.08/doc/worcap2011_submission_30","","",,,,,0,0.00,0,2,,"Software development organizations are seeking to add quality to the generated products. Testing processes are strategic elements to manage projects and product quality. Therefore …","http://mtc-m16c.sid.inpe.br/col/sid.inpe.br/mtc-m18/2011/10.18.10.08/doc/worcap2011_submission_30.pdf","https://scholar.google.com/scholar?q=related:W8ivwZADM00J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"J Rezaeenour, MS Asgari","شزوــــمآ يرواـــنف‎",,"","","","",29,"2026-01-15 11:37:43","CITATION","","","",,,,,0,0.00,0,2,,"","","https://scholar.google.com/scholar?q=related:-Be6HrnwnHYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"ХІ Микіч","Методи та засоби ідентифікації проблемних ситуацій на основі онтологічного підходу",2018,"","… університет"" Львівська політехніка …","","",30,"2026-01-15 11:37:43","CITATION","","","",,,,,0,0.00,0,1,8,"","","https://scholar.google.com/scholar?q=related:w1Yp0qaYzsQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"安小米","知识管理方法集成应用",2012,"情报资料工作","qbzl.ruc.edu.cn","http://qbzl.ruc.edu.cn/CN/abstract/abstract213.shtml","",31,"2026-01-15 11:37:43","CITATION","","","",,,,,0,0.00,0,1,14,"文章在开展知识管理方法中英文献调查研究和比较研究的基础上, 得出涉及知识管理方法的研究视角可以分为观察视角, 方法论视角, 方法体系视角和实践应用视角四种, 从整合 …","","https://scholar.google.com/scholar?q=related:ZkpARZ8kcosJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"FO Ibitowa, SO Akinola","Knowledge Management in Software Testing",2021,"University of Ibadan Journal of Science …","journals.ui.edu.ng","http://journals.ui.edu.ng/index.php/uijslictr/article/view/731","https://scholar.google.com/scholar?cites=1017267716201669818&as_sdt=2005&sciodt=0,5&hl=en",13,"2026-01-15 11:37:43","","","","",,,,,1,0.20,1,2,5,"Software testing aids in the assessment and improvement of software quality. Software testers employ a variety of techniques to uncover more defects with the least amount of …","https://journals.ui.edu.ng/index.php/uijslictr/article/download/731/652","https://scholar.google.com/scholar?q=related:umSsIZkPHg4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
